"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#200304041517,2,2003/04/04,2006/03/29,ISSUED,9,2008/03/29,180000,450000,,,"1 FAMILY DWELLING",1,6730,21,206,,SURREY,ST,,,NOEL,FOX,4152391343,"AMERICAN CLOVER CONSTRUCTION",LAKEVIEW,AV,"SAN FRANCISCO",CA,94112-0000,"LUIS ROBLES",6503550904,"ERECT A TWO STORY  SINGLE FAMILY DWELLING.",
#200304041519,6,2003/04/04,2006/03/29,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6730,21,206,,SURREY,ST,,,NOEL,FOX,4152391343,"AMERICAN CLOVER CONSTRUCTION",LAKEVIEW,AV,"SAN FRANCISCO",CA,94112-0000,"LUIS A. ROBLES",6503550904,"DEMOLISH 2 STORY SINGLE FAMILY RESIDENCE",
#200305225280,2,2003/05/22,2006/03/29,ISSUED,9,2008/03/29,450000,578530,,,"2 FAMILY DWELLING",2,1142,5,141,,"WILLARD NORTH",ST,,,,,,,,,,,,"KOTAS/PANTALEONI ARCHITECTS",4954051,"ERECT A FOUR STORIES TWO UNIT RESIDENTIAL BLDG",
#200305225283,6,2003/05/22,2006/03/29,ISSUED,9,,,,"2 FAMILY DWELLING",2,,,1142,5,141,,"WILLARD NORTH",ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"KOTAS/PANTALEONI ARCH",4954051,"DEMOLISH A TWO DWELLING UNIT STRUCTURE-ONE STORY OVER GARAGE",
#200307169589,3,2003/07/16,2006/03/10,ISSUED,9,2008/03/10,420000,420000,APARTMENTS,3,"PRKNG GARAGE/PRIVATE",3,1081,3,1383,,BAKER,ST,,,"DAN & SEAN",NOWELL,4153055658,"EDEN ROC CO","P O BOX 7003",,"CORTE MADERA",CA,94976-7003,"PATRICK LE DELCH ARCHITECTURE",,"HORIZONTAL ADDITION TO REAR OF EXISTING 3 STORY BLDG CONSTRUCTION OF GARAGE UNDER EXISTING LEVEL 1. CBC 904.2.2 REQ. SPRINKLER UNDER SEPERATE PERMIT.",
#200307169589,3,2003/07/16,2006/03/10,ISSUED,9,2008/03/10,420000,420000,APARTMENTS,3,"PRKNG GARAGE/PRIVATE",3,1081,3,1385,,BAKER,ST,,,"DAN & SEAN",NOWELL,4153055658,"EDEN ROC CO","P O BOX 7003",,"CORTE MADERA",CA,94976-7003,"PATRICK LE DELCH ARCHITECTURE",,"HORIZONTAL ADDITION TO REAR OF EXISTING 3 STORY BLDG CONSTRUCTION OF GARAGE UNDER EXISTING LEVEL 1. CBC 904.2.2 REQ. SPRINKLER UNDER SEPERATE PERMIT.",
#200307169589,3,2003/07/16,2006/03/10,ISSUED,9,2008/03/10,420000,420000,APARTMENTS,3,"PRKNG GARAGE/PRIVATE",3,1081,3,1387,,BAKER,ST,0,,"DAN & SEAN",NOWELL,4153055658,"EDEN ROC CO","P O BOX 7003",,"CORTE MADERA",CA,94976-7003,"PATRICK LE DELCH ARCHITECTURE",,"HORIZONTAL ADDITION TO REAR OF EXISTING 3 STORY BLDG CONSTRUCTION OF GARAGE UNDER EXISTING LEVEL 1. CBC 904.2.2 REQ. SPRINKLER UNDER SEPERATE PERMIT.",
#200307189863,2,2003/07/18,2006/03/30,ISSUED,9,2008/03/30,600000,952781,,,APARTMENTS,3,1734,39,1539,,LINCOLN,WY,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"GABRIEL NG",5636655,"ERECT A 4 STORY 3 FAMILY CONDOMINIUM.",
#200307189867,6,2003/07/18,2006/03/30,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,1734,39,1539,,LINCOLN,WY,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"GABRIEL NG",5636655,"DEMOLISH ONE STORY SINGLE FAMILY UNITS",
#200307189869,2,2003/07/18,2006/03/30,ISSUED,9,2008/03/30,600000,952781,,,APARTMENTS,3,1734,38,1545,,LINCOLN,WY,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"GABRIEL NG",5636655,"ERECT A 4 STORY 3 DWELLING UNITS.",
#200307189872,6,2003/07/18,2006/03/30,ISSUED,9,,,,"2 FAMILY DWELLING",2,,,1734,38,1545,,LINCOLN,WY,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"GABRIEL NG",5636655,"DEMOLISH A TWO STORY TWO FAMILY RESIDENTIAL BLDG",
#200307230131,3,2003/07/23,2006/03/20,ISSUED,9,2006/07/20,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1542,8,445,,02ND,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REVISION TO  APPL#200109057547. RECONFIGURE INTERIOR WALLS TO REFLECT AS-BUILT CONDITIONS.",
#200307230131,3,2003/07/23,2006/03/20,ISSUED,9,2006/07/20,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1542,8,447,,02ND,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REVISION TO  APPL#200109057547. RECONFIGURE INTERIOR WALLS TO REFLECT AS-BUILT CONDITIONS.",
#200309265846,6,2003/09/26,2006/03/10,ISSUED,9,,,,"RESIDENTIAL HOTEL",0,,,338,24,240,,TURK,ST,,,"CAHILL CONTRACTORS  INC.",,4158249100,"CAHILL CONTRACTORS  INC.",CALIFORNIA,ST,"SAN FRANCISCO",CA,94104,,,"TO DEMOLISH A 5 STORY RESIDENTIAL HOTEL BUILDING",
#200309265846,6,2003/09/26,2006/03/10,ISSUED,9,,,,"RESIDENTIAL HOTEL",0,,,338,24,242,,TURK,ST,,,"CAHILL CONTRACTORS  INC.",,4158249100,"CAHILL CONTRACTORS  INC.",CALIFORNIA,ST,"SAN FRANCISCO",CA,94104,,,"TO DEMOLISH A 5 STORY RESIDENTIAL HOTEL BUILDING",
#200309265850,1,2003/09/26,2006/03/10,ISSUED,9,2010/09/10,18500000,20000000,,,APARTMENTS,109,338,6,230,,TURK,ST,,,"CAHILL CONTRACTORS  INC.",,4158249100,"CAHILL CONTRACTORS  INC.",CALIFORNIA,ST,"SAN FRANCISCO",CA,94104,,,"TO ERECT NEW 109 DWELLING UNIT  8 STORIES  MIXED USE  RESIDENTIAL  COMMUNITY  SOCIAL SERVICE OFFICE BLDG.",
#200309265850,1,2003/09/26,2006/03/10,ISSUED,9,2010/09/10,18500000,20000000,,,APARTMENTS,109,338,24,242,,TURK,ST,,,"CAHILL CONTRACTORS  INC.",,4158249100,"CAHILL CONTRACTORS  INC.",CALIFORNIA,ST,"SAN FRANCISCO",CA,94104,,,"TO ERECT NEW 109 DWELLING UNIT  8 STORIES  MIXED USE  RESIDENTIAL  COMMUNITY  SOCIAL SERVICE OFFICE BLDG.",
#200310076802,2,2003/10/07,2006/03/21,ISSUED,9,2007/03/21,165000,250000,,,"1 FAMILY DWELLING",1,7174,7,36,,"SANTA CRUZ",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JOHN SCHLESINGER - 351 VALLEY ST SF CA 94131",4158263553,"TO ERECT 2 STORIES OF 1 FAMILY DWELLING",
#200310076803,2,2003/10/07,2006/03/21,ISSUED,9,2007/03/21,165000,250000,,,"1 FAMILY DWELLING",1,7174,8,48,,"SANTA CRUZ",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JOHN SCHLESINGER - 351 VALLEY ST SF CA 94131",4158263553,"TO ERECT 2 STORIES OF 1 FAMILY DWELLING",
#200310076804,2,2003/10/07,2006/03/21,ISSUED,9,2007/03/21,165000,204000,,,"1 FAMILY DWELLING",1,7174,9,50,,"SANTA CRUZ",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JOHN SCHLESINGER - 351 VALLEY ST SF CA 94131",4158263553,"TO ERECT 2 STORIES OF 1 FAMILY DWELLING",
#200311059460,3,2003/11/05,2006/03/13,ISSUED,9,2007/03/13,65000,65000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,4067,27,407,,CONNECTICUT,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"CREATE A HORIZONTAL ADDITION @ REAR OF THE BLDG. REMOVE LATH & PLASTER @ UPPER TWO STORIES  INSULATE",
#200312122179,3,2003/12/12,2006/03/13,ISSUED,9,2006/09/13,10000,20000,APARTMENTS,3,APARTMENTS,3,1287,20,1426,,SHRADER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMODEL OF (E) DRY ROT DAMAGED EXTERIOR STAIRWAY & REPLACEMENT WITH A NEW EXTERIOR STAIRWAY AND NEW DECK.",
#200312122179,3,2003/12/12,2006/03/13,ISSUED,9,2006/09/13,10000,20000,APARTMENTS,3,APARTMENTS,3,1287,20,1430,,SHRADER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMODEL OF (E) DRY ROT DAMAGED EXTERIOR STAIRWAY & REPLACEMENT WITH A NEW EXTERIOR STAIRWAY AND NEW DECK.",
#200312232929,3,2003/12/23,2006/03/07,ISSUED,9,2008/03/07,240000,340000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2883,14,330,,DORANTES,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"GLOBAL DESIGN & ENGEERING CO.",4157228132,"ADD 3/F ON (E) 2 STORIES HOUSE REMODEL (E)2/F.VERTICAL/HORIZ EXTENSION",
#200401073564,3,2004/01/07,2006/03/28,ISSUED,9,2007/03/28,280000,240000,"2 FAMILY DWELLING",2,APARTMENTS,3,1422,37,222,,12TH,AV,,,"WAN HUA WANG DAHE",LI,4158239812,"ZOOEY CONSTRUCTION CO",30TH,AV,"SAN FRANCISCO",CA,94116-0000,"LINCOLN LIU ARCHITECTS 1567 33RD AVE SF 94122",4156655623,"VERTICAL & HORIZONTAL ADDITION- ADDITION & MODIFICATION OF EXISTING TWO UNIT RESIDENTIAL BLDNG TO 3",
#200401073564,3,2004/01/07,2006/03/28,ISSUED,9,2007/03/28,280000,240000,"2 FAMILY DWELLING",2,APARTMENTS,3,1422,37,224,,12TH,AV,,,"WAN HUA WANG DAHE",LI,4158239812,"ZOOEY CONSTRUCTION CO",30TH,AV,"SAN FRANCISCO",CA,94116-0000,"LINCOLN LIU ARCHITECTS 1567 33RD AVE SF 94122",4156655623,"VERTICAL & HORIZONTAL ADDITION- ADDITION & MODIFICATION OF EXISTING TWO UNIT RESIDENTIAL BLDNG TO 3",
#200401093689,3,2004/01/09,2006/03/02,ISSUED,9,2007/03/02,80000,80000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5886,16,62,,GLADSTONE,DR,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL ADDITION FOR SINGLE FAMILY RESIDENCE",
#200402045590,3,2004/02/04,2006/03/13,ISSUED,9,2007/03/13,25000,40000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,4067,27,407,,CONNECTICUT,ST,,,,,,,,,,,,,,"NEW FOUNDATIONS IN PLACE OF (E)  EXTEND GARAGE INTO HILLSIDE TO CREATE TANDEM 2 CAR STALL",
#200402176505,3,2004/02/17,2006/03/10,ISSUED,9,2007/03/10,90000,90000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1019,24,3561,A,SACRAMENTO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JOHN WINDER",5674366,"NEW FOUNDATIONS AND EXCAVATION TO CONVERT EXISTING SPACE AT 1/F TO STORAGE & BASEMENT INTO HABITABLE SPACE.NO WORK ON 2/F.ALL WORK ON FRONT BLDG.UNDER SEPERATE PERMIT.",
#200402186669,6,2004/02/18,2006/03/29,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6767,22,206,,ACADIA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"GARY GEE AIA",4158638881,"DEMOLISH A 2 STORIES SINGLE FAMILY DWELLING",
#200402186670,2,2004/02/18,2006/03/29,ISSUED,9,2008/03/29,190000,350000,,,"1 FAMILY DWELLING",1,6767,22,206,,ACADIA,ST,,,,,,,,,,,,"GARY GEE AIA",4158638881,"ERECT A 2 STORY SINGLE FAMILY DWELLING",
#200403057880,3,2004/03/05,2006/03/08,ISSUED,9,2007/03/08,14000,30000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,147,5,1317,,STOCKTON,ST,,,BEHNAMN,AFSHAR,5105951944,"BEHNAM AND ASSOCIATES","SAN PABLO",AV,EMERYVILLE,CA,94608-0000,"KOLLERBOHM GROUP",3440538,"BASEMENT WATER DAMAGED BEAMS  COLUMNS AND FLOOR UNDER SIDEWALK TO BE REPAIRED.",
#200403057880,3,2004/03/05,2006/03/08,ISSUED,9,2007/03/08,14000,30000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,147,5,700,,BROADWAY,*,,,BEHNAMN,AFSHAR,5105951944,"BEHNAM AND ASSOCIATES","SAN PABLO",AV,EMERYVILLE,CA,94608-0000,"KOLLERBOHM GROUP",3440538,"BASEMENT WATER DAMAGED BEAMS  COLUMNS AND FLOOR UNDER SIDEWALK TO BE REPAIRED.",
#200403249479,3,2004/03/24,2006/03/08,ISSUED,9,2007/03/08,385000,95000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,4099,26,695,,ARKANSAS,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"ALECK WILSON ARCHITECT",4152419641,"1 STORY GARAGE ADDITION WITH ROOF DECK AT 2ND FLR  INTERNAL REMODEL",
#200403259661,2,2004/03/25,2006/03/22,ISSUED,9,2007/03/22,220000,220000,,,"RETAIL SALES",0,489,5,3237,,PIERCE,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT A ONE STORY RETAIL NURSERY.",
#200403269714,3,2004/03/26,2006/03/20,ISSUED,9,2007/03/20,70000,155000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7006,27,422,,ARCH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"DE JUN LIU 50 RIZAL ST#517 SF CA 94107",,"HORIZONTAL ADDITION. ADD FOUR BEDROOMS TWO FULL BATH & WORK SHOP PER PLANS",
#200404201782,3,2004/04/20,2006/03/06,ISSUED,9,2007/03/06,44500,44500,OFFICE,0,"HEALTH STUDIOS & GYM",0,3526,16,290,,DIVISION,ST,,,"LYNN ODVODY",,4156417600,"LYNN D ODVODY",23RD,ST,"SAN FRANCISCO",CA,94114-0000,,,"ADD SHOWERS TO (E) BATHRMS INSTALL WALL TO PROIDE AREA TO  DRESS/LOCKER-ROOM  INSTALL NEW LIGHT FIXTURES.",
#200405103477,3,2004/05/10,2006/03/15,ISSUED,9,2006/07/15,5000,30000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1047,53,2806,,BUSH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"VAN LY",,"RENOVATION LEGALIZATION TO COMPLY WITH BLDG & HOUSING INSPECTION REPORT DATED 12/17/03 INCLUDE G/F",
#200405103477,3,2004/05/10,2006/03/15,ISSUED,9,2006/07/15,5000,30000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1047,53,2808,,BUSH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"VAN LY",,"RENOVATION LEGALIZATION TO COMPLY WITH BLDG & HOUSING INSPECTION REPORT DATED 12/17/03 INCLUDE G/F",
#200405275002,6,2004/05/27,2006/03/03,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,3654,3,1070,,SANCHEZ,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"SANTOS URRUTIA 2451 HARRISON SF  CA 94110",4156427722,"DEMOLISH A TWO STORY SINGLE FAMILY DWELLING",
#200405275004,2,2004/05/27,2006/03/03,ISSUED,9,2008/03/03,500000,775000,,,"2 FAMILY DWELLING",2,3654,3,1070,,SANCHEZ,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"SANTOS0URRUTIA STRU ENGR 2451 HARRISON SF  CA",4156427722,"ERECT A THREE STORY TWO UNIT RESIDENTIAL BLDG",
#200406116164,3,2004/06/11,2006/03/24,ISSUED,9,2007/03/24,180000,180000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5545,21,41,,STONEMAN,ST,,,OBR,OBR,,OBR,OBR,,OBR,CA,00000-0000,"WEBB GREEN",,"ALTER ROOF TO CREATE TRANSVERSE GABLE ON BACK 3/4'S OF HOUSE/WIDEN STAIRCASE TO CODE/BRING STAIRCASE TO BASEMENT; ADD 2 BAY WINDOWS; REPLACE WINDOWS;NEW BATHROOMS UPSTAIRS",
#200406216910,3,2004/06/21,2006/03/13,ISSUED,9,2007/03/13,130000,155000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3259,6,326,,"SAN BENITO",WY,,,,,,,,,,,,,,"PARTIAL 3RD STORY ADDITION TO REAR OF HOUSE FOR MASTER BED & BATH. REMODEL KITCHEN & EXTEND FLOOR TO",
#200407068014,3,2004/07/06,2006/03/17,ISSUED,9,2007/03/17,165000,178500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1529,41,422,,16TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"TIM FU HIM 50 RIZAL ST #517 SF CA94107",,"3-STORY HORIZONTAL ADDITION IN REAR YARD. ADD GUEST ROOM  PLAY ROOM & A FULL BATH ON GROUND FLOOR. ADD FAMILY ROOM & OFFICE  & A HALF BATH ON 2ND FLOOR & RELOCATE THE KITCHEN. ADD MASTER BEDROOM & FULL BATH ON 3RD FLOOR. ADD DECK AT REAR YARD.",
#200409073481,3,2004/09/07,2006/03/09,ISSUED,9,2008/03/09,250000,371000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2775,19,836,,ALVARADO,ST,,,,,,,,,,,,"WILLIAM PASHELINSKY",,"NEW 3/F INTERIOR ALTERATIONS AT EXISTING 1ST AND 2/F INCLUDING KITCHEN REMODEL AND ENW HABITABLE",
#200409285413,1,2004/09/28,2006/03/14,ISSUED,9,2012/03/14,20000000,69000000,,,APARTMENTS,239,3745,1,301,,MAIN,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,ARQUITECTONICA(C-20070),2138957800,"ERECT A 35 STORY  239 UNITS RESIDENTIAL/RETAIL BLDG.",
#200411018219,3,2004/11/01,2006/03/09,ISSUED,9,2007/03/09,23000,46000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1141,15,3156,,TURK,BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REPAIR (E) SIDE STAIRS LESS THAN 50% OF STRUCTURE. LEGALIZE ROOMS AT GROUND LEVEL  GUARDRAIL FOR WALKWAY AT ROOF.",
#200411108959,3,2004/11/10,2006/03/27,ISSUED,9,2007/03/27,20000,40000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2032,006A,1771,,17TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"LEGALIZE ONE STORY REAR ADDITION BUILT WITHOUT BENEFIT OF PERMIT.",
#200412070818,3,2004/12/07,2006/03/23,ISSUED,9,2007/03/23,25000,50000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2820,5,221,,PANORAMA,DR,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ROOM ADDITION AT THE CRAWL SPACE  LOWER FLOOR LEVEL. ADD ENTRY  FAMILY ROOM  EXERCISE ROOM ",
#200412080950,3,2004/12/08,2006/03/24,ISSUED,9,2007/03/24,90000,115000,APARTMENTS,51,"LENDING INSTITUTION",51,3787,9,200,,TOWNSEND,ST,,,,,,,,,,,,,,"OTI-1  1ST FL  EL  ME  LS  SP.COMMERCIAL T.I. FOR RETAIL BRANCH BANK - 1ST TIME TENANT",
#200412101169,3,2004/12/10,2006/03/10,ISSUED,9,2007/03/10,150000,150000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1863,021A,1589,,17TH,AV,,,WILFRED,FONTENO,6509220520,"BAYTEX CONSTRUCTION",ELM,AV,"SAN BRUNO",CA,94066-0000,,,"ADD 3RD FLOOR 3 BEDRMS 2 BATHS TO EXISTING 2 STORY HOME NEW STAIR CONNECTING 3 FLOORS WILL PROJECT",
#200412211880,2,2004/12/21,2006/03/15,ISSUED,9,2008/03/15,300000,465000,,,"1 FAMILY DWELLING",1,7061,56,161,,MAJESTIC,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT 3 STORIES 1 DWELLING UNIT BLDG.",
#200501052584,3,2005/01/05,2006/03/01,ISSUED,9,2007/03/01,200000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,611,19,2310,,STEINER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"RELOCATE BATH  REMODEL 2 BEDROOM ADDITION OF BEDROOM #4.",
