APPLICATION #,FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,ESTIMATED COST,REVISED COST,EXISTING USE,EXISTING UNITS,PROPOSED USE,PROPOSED UNITS,PLANSETS,15_DAY_HOLD?,# OF PAGES,BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,CURRENT STATUS,FEES PAID,FEES DUE
#201107220886,3,22-Jul-11,01-Mar-13,ISSUED,9,01-Mar-14,250000,250000,VACANT LOT,0,VACANT LOT,0,2,,6,527,2,2559,,VAN NESS,AV,,,JAMES,PACE,4155465500,CANNON CONSTRUCTORS NORTH INC,HOWARD,ST,SAN FRANCISCO,CA,94105-0000,,,TEMPORARY SHORING AND UNDERPINNING IN ADVANCE OF PROPOSED R-2 OCCUPANCY IN NEW CONSTRUCTION UNDER PA #201006017181.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201107251002,3,25-Jul-11,01-Mar-13,ISSUED,9,01-Mar-14,33000,176000,APARTMENTS,3,APARTMENTS,3,2,,6,527,4,2545,,VAN NESS,AV,,,JAMES,PACE,4155465500,CANNON CONSTRUCTORS NORTH INC,HOWARD,ST,SAN FRANCISCO,CA,94105-0000,,,TIEBACKS APPROX 40' BELOW GRADE BENEATH PROPERTY AT 2545 VAN NESS AVE IN ADVANCE OF NEW R-2 CONSTRUCTION UNDER PA #2011-0601-7168.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201107251008,3,25-Jul-11,01-Mar-13,ISSUED,9,01-Mar-14,27000,109000,APARTMENTS,4,APARTMENTS,4,2,,6,527,001A,1531,,FILBERT,ST,0,,JAMES,PACE,4155465500,CANNON CONSTRUCTORS NORTH INC,HOWARD,ST,SAN FRANCISCO,CA,94105-0000,,,TIEBACKS APPROX 40' BELOW GRADE BENEATH ADJACENT PROPERTY AT 1531 FILBERT STREET IN ADVANCE OF R-2 CONSTRUCTION UNDER PA #2011-0601-7181.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201109074046,3,07-Sep-11,11-Mar-13,ISSUED,9,11-Mar-14,300000,300000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,31,2035A,9,1759,,14TH,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,VERITICAL ADDITION ON 3RD FLOOR WITH ROOF DECK. MINOR HORIZONTAL ADDITION ON 1ST & 2ND FLOORS & INTERIOR REMODEL.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201109074070,3,07-Sep-11,21-Mar-13,ISSUED,9,21-Mar-14,30000,285658.19,2 FAMILY DWELLING,2,2 FAMILY DWELLING,2,2,,10,498,18,2910,,FRANKLIN,ST,,,YANG DE,CHEN,4159710789,Y D CONSTRUCTION CO. INC.,GORDON,WY,PACIFICA,CA,94044-0000,,,LOWER EXISTING BASEMENT 2FT APPROX  CONVERT INTO HABITABLE SPACE. ADD 4 BEDRROOMS  1 FAMILY RM  3 FULL BATHS. 1ST FLOOR REMODEL KITCHEN  3 NEW BATHS. 2ND FL REMODEL  ADD KITCHEN REMODEL  ADD 1 BATH.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201109074070,3,07-Sep-11,21-Mar-13,ISSUED,9,21-Mar-14,30000,285658.19,2 FAMILY DWELLING,2,2 FAMILY DWELLING,2,2,,10,498,18,2912,,FRANKLIN,ST,,,YANG DE,CHEN,4159710789,Y D CONSTRUCTION CO. INC.,GORDON,WY,PACIFICA,CA,94044-0000,,,LOWER EXISTING BASEMENT 2FT APPROX  CONVERT INTO HABITABLE SPACE. ADD 4 BEDRROOMS  1 FAMILY RM  3 FULL BATHS. 1ST FLOOR REMODEL KITCHEN  3 NEW BATHS. 2ND FL REMODEL  ADD KITCHEN REMODEL  ADD 1 BATH.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201109285647,3,28-Sep-11,25-Mar-13,ISSUED,9,25-Mar-14,39000,26000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,4,5505,4,1532,,FLORIDA,ST,,,,,,,,,,,,,,CONSTRUCT NEW EXTERIOR DECK @ REAR OF (E) BUILDING. PROVIDE NEW 1 HOUR FIRE WALL @ PROPERTY LINE WALL ALONG NORTH SIDE OF DECK. REMOVE & REPLACE (E) WINDOWS WITH NEW FRENCH DOORS TO PROVIDE ACCESS TO DECK.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201110197155,3,19-Oct-11,21-Mar-13,ISSUED,9,21-Mar-14,45000,45000,CLINICS-MEDIC/DENTAL,0,CLINICS-MEDIC/DENTAL,0,2,,26,116,020B,1520,,STOCKTON,ST,,,OVERLAND CONTRACTING,,6502814675,OVERLAND CONTRACTING INC,SIGMAN,RD,CONYERS,GA,30013-0000,,,WIRELESS FACILITY MODIFICATION: THIS PROJ INVOLVES THE REMOVAL OF (6)(E)SPRINT PANEL ANTENNAS TO BE REPLACED W/ (6)(N)SPRINT PANEL ANTENNAS  WALL MOUNTS AT THE BLDG PARAPET. (3)(E)EQUIPMENT CABINETS TO BE REMOVED & REPLACED W/ (2)(N)EQUIPMENT CABINETS. (N) ANTENNA COAX CABLES TO BE RUN W/ (E) CABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
#201110217311,3,21-Oct-11,14-Mar-13,ISSUED,9,14-Mar-14,300000,225000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,9,2019,1,2401,,MORAGA,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,ADDED STORY AND HORIZONTAL REAR YARD ADDITION TO EXISTING SINGLE FAMLY HOUSE. INCLUDES SELECTIVE INTERIOR AND EXTERIOR DEMOLITION THE ADDITION OF 2 BATHROOMS AND 1 BEDROOM.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201111018056,3,01-Nov-11,12-Mar-13,ISSUED,9,12-Mar-14,150000,220000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,17,1853,21,339,,KIRKHAM,ST,,,JIMMY,LEE,4153330889,J L GENERAL CONSTRUCTION INC,UPLAND,DR,SAN FRANCISCO,CA,94127-0000,,,REMODEL REAR OF HOUSE: REMOVE 2BEDRM  ADD (N) DINING  KITCHEN & LIVING RM & REAR YARD DECK. RELOCATE (E) BATH & STORAGE ON LEVEL 2. REMODEL LEVEL 1 (GARAGE)  RAISE GARAGE CEILING 2FT. ADD (N) FAMILY RM  BEDRM & BATH. ADD (N) LEVEL 3 IN ATTIC SPACE IN FRONT  NEW FL IN BACK W/ 3BEDRM  2BATHRM. UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,
#201111028102,3,02-Nov-11,19-Mar-13,ISSUED,9,19-Mar-15,300000,415726,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,11,1353,13,65,,05TH,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,INFILL UNDER (E)LEVEL 2 DECK &@SOUTHWEST CORNER OF BLDG. LOWER FLOOR IN THE REAR OF BLDG @LEVEL 1  NEW DOORS & WINDOWS  RAISE CEILING @LEVEL 1 ENTRY NEW EXTERIOR STAIR FR LEVEL 2 DECK TO REAR YARD NEW INTERIOR STAIR FR LEVEL 2 TO LEVEL 1 PARTIAL REMOVAL OF LEVEL 2 DECK NEW PLANTED ROOF NEW SKYLIGHT.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201111038253,3,03-Nov-11,14-Mar-13,ISSUED,9,14-Mar-14,140000,140000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,35,5638,7,672,,PERALTA,AV,,,GARRETT,ODONOGHUE,4152521507,K 2 BUILDERS INC,21ST,ST,SAN FRANCISCO,CA,94110-0000,,,"REMODEL BY RAISING UPPER 2 FLOORS 5'-6""  NEW FLOOR PLANS  BATHROOMS  REMODEL ROOF  NEW ROOF TERRACE. ALL NEW FINISHES.",,,,,,,,,,,,,,,,,,,,,,,,,,
#201111229430,8,22-Nov-11,27-Mar-13,ISSUED,9,27-Sep-13,25000,25000,CLINICS-MEDIC/DENTAL,0,CLINICS-MEDIC/DENTAL,0,2,,12,1783,017A,2340,,JUDAH,ST,,,,,,,,,,,,,,RENOVATE EXISTING STOREFRONT  NEW ELECTRIC. ALL INTERIOR WORK IS TO BE DONE UNDER SEPARATE PERMIT. COMPLETE ACCESS TO BE PROVIDED,,,,,,,,,,,,,,,,,,,,,,,,,,
#201111229430,8,22-Nov-11,27-Mar-13,ISSUED,9,27-Sep-13,25000,25000,CLINICS-MEDIC/DENTAL,0,CLINICS-MEDIC/DENTAL,0,2,,12,1783,017A,2344,,JUDAH,ST,,,,,,,,,,,,,,RENOVATE EXISTING STOREFRONT  NEW ELECTRIC. ALL INTERIOR WORK IS TO BE DONE UNDER SEPARATE PERMIT. COMPLETE ACCESS TO BE PROVIDED,,,,,,,,,,,,,,,,,,,,,,,,,,
#201112090437,3,09-Dec-11,08-Mar-13,ISSUED,9,08-Mar-14,50000,80000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,3,1727,11,1255,,23RD,AV,,,SHEK FONG,LUN,4152719837,SHEK'S CONSTRUCTION CO,SAN ALESO,AV,SAN FRANCISCO,CA,94127-0000,,,VERTICAL ADDITION OVER (3) 2-STORY BLDG AT REAR OF 3RD FLOOR. ADD 1 (N) BATH & STORAGE ROOM  REPLACE (E) CONCRETE SLAB W/ (N) AT GROUND FLOOR.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201112140639,1,14-Dec-11,06-Mar-13,ISSUED,9,06-Mar-15,670000,1588316,,,OFFICE,,2,,29,3763,116,671,,HARRISON,ST,,,JEFF,ROCCA,4152390484,A M ROCCA INC.,MISSION,ST,SAN FRANCISCO,CA,94112-0000,,,ERECT 5 STORY OFFICE BUILDING.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201112190920,4,19-Dec-11,15-Mar-13,ISSUED,9,15-Jul-13,3000,3000,RETAIL SALES,0,,,2,,2,3713,6,1,,MARKET,ST,,,ROBERT,TAYLOR,9259346133,TERRA NOVA INDUSTRIES,TICE VALLEY,BL,WALNUT CREEK,CA,94563,,,INSTALL (1) NON-ELECTRIC  PROJECTING  DOUBLE-FACED  NON-ILLUMINATED  NEW BANNER SIGN.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201112190923,4,19-Dec-11,15-Mar-13,ISSUED,9,15-Jul-13,500,500,RETAIL SALES,0,,,2,,2,3713,6,1,,MARKET,ST,,,ROBERT,TAYLOR,9259346133,TERRA NOVA INDUSTRIES,TICE VALLEY,BL,WALNUT CREEK,CA,94563,,,INSTALL (8) GLASS/DOOR VINYL  NON-ELECTRIC  NON-ILLUMINATED NEW LETTERING SIGNS.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201112201038,3,20-Dec-11,08-Mar-13,ISSUED,9,08-Mar-15,325000,325000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,17,1555,40,540,,FUNSTON,AV,,,KEVIN GREGORY,BORN,4154220881,ASHBURY QUALITY CONSTRUCTION,12TH STREET,,SAN FRANCISCO,CA,94103-0000,,,ADDITION & RENOVATION OF A 3-STORY HOUSE  ADDITION TO INCLUDE CONVERTING (E) GROUND FLOOR TO CONDITIONED SPACE  EXPANDING REAR OF 3RD LEVEL AND ADDING 2 BATHROOMS. ADDITION OF DECK TO REAR OF HOUSE AT 2ND LEVEL ONLY.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201201182458,3,18-Jan-12,11-Mar-13,ISSUED,9,11-Mar-14,200000,200000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,58,1529,34,446,,16TH,AV,,,ALAN,NGAN,4153078820,C & N CONSTRUCTION,AMHERST,AV,KENSINGTON,CA,94708-0000,,,HORIZONTAL ADDITION REAR OF BUILDING AND RENOVATION OF 1911 BUILDING INCL SEISMIC UPGRADE OF EXISTING PERIMETER GRADE BEAM FOUNDATION AT BASEMENT. ,,,,,,,,,,,,,,,,,,,,,,,,,,
#201202063645,3,06-Feb-12,14-Mar-13,ISSUED,9,14-Mar-15,750000,208000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,17,1312,8,865,,EL CAMINO DEL MAR,*,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,DEMOLITION OF THE (E) SOLARIUM ON THE ROOF  INTERIOR RENOVATION  REPLACE (E) WINDOWS SAME STYLE AS NEEDED. 4TH FLOOR ADDITION  .REPAIR & REPLACE EXERIOR SHINGLES AS NECESSARY.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201202214537,3,21-Feb-12,15-Mar-13,ISSUED,9,15-Mar-14,75000,220000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,19,1703,5,1233,,47TH,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"WORK @ FRONT BLDG ONLY. RAISE BLDG 18""; EXTEND REAR BLDG BY 7'6""; CHANGE ROOF LINE FROM MID-SECTION HOUSE TO REAR; ROOM EXTENSIONS ON GROUND FLOOR. KITCHEN & BATHROOM REMODEL.",,,,,,,,,,,,,,,,,,,,,,,,,,
#201202295114,3,29-Feb-12,22-Mar-13,ISSUED,9,22-Sep-13,25000,25000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,5,1050,007B,2506,,BUSH,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,SIDE ADDITION AT EXISTING KITCHEN-2ND FLOOR AND EXISTING BEDROOM 3RD FLOOR AT REAR OF THE HOUSE.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201203206505,3,20-Mar-12,07-Mar-13,ISSUED,9,07-Mar-14,58000,120000,1 FAMILY DWELLING,1,1 FAMILY DWELLING,1,2,Y,21,6589,002A,1411,,DIAMOND,ST,,,BRIAN CHRISTOPHER,MACNAMARA,4156081877,BRIAN MAC NAMARA CONSTRUCTION,GROVE,ST,SAN FRANCISCO,CA,94117-0000,,,INTERIOR RENOVATION OF FIRST STORY OF TWO STORY BUILDING. INFILL BELOW OVERHANG AT REAR. INFILL LIGHTWELL AT NORTH SIDE. FOUNDATION REPLACEMENT & STRUCTURAL UPGRADES.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201203216538,2,21-Mar-12,01-Mar-13,ISSUED,9,01-Sep-13,9400,9400,,,STORAGE SHED,,2,,7,737,8,972,,EDDY,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,ERECT 1-STORY TYPE V STORAGE.,,,,,,,,,,,,,,,,,,,,,,,,,,
#201203226602,3,22-Mar-12,28-Mar-13,ISSUED,9,28-Mar-14,48000,48000,APARTMENTS,4,2 FAMILY DWELLING,2,2,,6,6502,32,498,,HOFFMAN,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,REMOVE UN-PERMITTED LOWER + BASEMENT FLOOR RENTAL UNIT  REPLACE PORTIONS OF BRICK FOUNDATION WITH NEW CONCRETE FOUNDATION  REPLACE DAMAGED FLOOR & REPAIR DAMAGED WALLS,,,,,,,,,,,,,,,,,,,,,,,,,,
