"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200501274104,3,2005/01/27,2006/09/20,ISSUED,9,2007/09/20,15000,30000,APARTMENTS,6,APARTMENTS,6,2629,37,1000,,ASHBURY,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"STAIR PENTHOUSE TO ROOF & A ROOF DECK."
#200502155565,3,2005/02/15,2006/09/12,ISSUED,9,2007/03/12,12500,12500,APARTMENTS,37,APARTMENTS,37,3725,25,988,,HOWARD,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"DEFERED SUBMITTAL FOR STAIR REVIEW. STAIR ARE DESIGN BUILD. STAIR REVIEW WAS A PLAN CHECK COMMENT TO"
#200503117307,3,2005/03/11,2006/09/07,ISSUED,9,2007/09/07,65000,65000,APARTMENTS,106,APARTMENTS,106,3725,25,988,,HOWARD,ST,,,,,,,,,,,,,,"REVISION TO APP #200305215221S1 FOR APPROVED BSMNT MAT  FOUNDATION DUE TO EXTG CONDITIONS CHANGES"
#200503117307,3,2005/03/11,2006/09/07,ISSUED,9,2007/09/07,65000,65000,APARTMENTS,106,APARTMENTS,106,3725,25,992,,HOWARD,ST,,,,,,,,,,,,,,"REVISION TO APP #200305215221S1 FOR APPROVED BSMNT MAT  FOUNDATION DUE TO EXTG CONDITIONS CHANGES"
#200503228131,3,2005/03/22,2006/09/19,ISSUED,9,2007/09/19,40000,40000,APARTMENTS,23,APARTMENTS,23,276,17,920,,LEAVENWORTH,ST,,,VICTORIA,FENTON,4156423000,"METROPOLITAN ELECTRIC",03RD,ST,"SAN FRANCISCO",CA,94107,,,"INSTALLATION & OPERATION OF NEW CINGULAR WIRELESS TELECOMMUNICATIONS FACILITY  INCLUDING MICROCELL CHICKLET ANTENNAS TO BE MOUNTED TO (E) BLDG. FACADE & ASSOCIATED EQUIP ON (E) BLDG ROOFTOP. NO BATTERIES IN THIS INSTALLATION."
#200504190341,3,2005/04/19,2006/09/12,ISSUED,9,2007/09/12,120000,120000,OFFICE,0,OFFICE,0,3774,73,274,,BRANNAN,ST,,,"L.D. STROBEL CO LTD",,9256863241,"L.D. STROBEL CO LTD","SHARY CIRCLE",,CONCORD,CA,94522-0000,,,"INSTALL (6) 4' ANTENNAS (1) 8' ANTENNA AND (2) GPS ANTENNAS ON ROOF TOP INSTALL RADIO EQUIPMENT ON"
#200504210588,3,2005/04/21,2006/09/06,ISSUED,9,2007/09/06,115000,115000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2934,16,80,,EDGEHILL,WY,,,,,,,,,,,,,,"ALTER THE (E) SINGLE FAMILY DWELLING WITH A NEW (2) TWO-STORY HORIZONTAL ADDITION TO THE FRONT OF HOME. THE ADDITION WILL CREATE A NEW BEDROOM  BATHROOM  ENTRY ON THE 1ST LEVEL AND A LARGER DINNING ROOM ON 2ND LEVEL. REMODEL EXISTING KITCHEN ON 2ND FLOOR."
#200504220688,3,2005/04/22,2006/09/01,ISSUED,9,2007/09/01,280000,280000,APARTMENTS,3,APARTMENTS,3,118,22,772,,GREEN,ST,,,GINO,MATIASIC,6505875260,"G M M CONSTRUCTION CO",CYPRESS,AV,"SAN BRUNO",CA,94066-0000,,,"NEW COMMON STAIR ACCESS TO UNITS  NEW ROOF DECK  INFULL EASTERN LIGHTWELL @ BASEMT LVL & EXPAND GARAGE AREA. DUMB-WAITER TO TOP UNIT REBUILD REAR STAIR @ EXT  MODIFY REAR WINDOWS  & RESTORE WOOD DBL HUNG WINDOWS @ FRONT."
#200504220688,3,2005/04/22,2006/09/01,ISSUED,9,2007/09/01,280000,280000,APARTMENTS,3,APARTMENTS,3,118,22,768,,GREEN,ST,,,GINO,MATIASIC,6505875260,"G M M CONSTRUCTION CO",CYPRESS,AV,"SAN BRUNO",CA,94066-0000,,,"NEW COMMON STAIR ACCESS TO UNITS  NEW ROOF DECK  INFULL EASTERN LIGHTWELL @ BASEMT LVL & EXPAND GARAGE AREA. DUMB-WAITER TO TOP UNIT REBUILD REAR STAIR @ EXT  MODIFY REAR WINDOWS  & RESTORE WOOD DBL HUNG WINDOWS @ FRONT."
#200504270993,3,2005/04/27,2006/09/12,ISSUED,9,2007/09/12,70000,170000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6166,30,33,,MILL,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REMOVE NON CONFORMING REAR EXTENSION. ADD 670 SF @ REAR 1ST FL; NEW MASTER SUITE  NEW BEDRM  NEW BATHRM (N)MECH RM. ADD 260 SF @ REAR 2/FL. RELOCATE KITCHEN BATHROOM.REMODEL BEDRM&LIVING RM. ADD(N) KITCHEN&FAMILY RM. ADD (N) POWDER RM.ADD STAIRS TO1/FL.ADD DECK OFF LIVING RM&OFF FAMILY RM."
#200504281165,3,2005/04/28,2006/09/05,ISSUED,9,2007/09/05,60000,60000,"RESIDENTIAL HOTEL",248,"RESIDENTIAL HOTEL",248,3570,2,520,,"SOUTH VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"RENOVATION/REPAIR OF SECOND FLOOR MEN'S & WOMEN'S RESTROOMS-"
#200505273621,6,2005/05/27,2006/09/22,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6664,25,147,,LAIDLEY,ST,,,"ZACK JAMES",*,4154957889,"BUILTFORM CONSTRUCTION INC.","SOUTH PARK",,"SAN FRANCISCO",CA,94107-0000,,,"DEMOLISH 1 STORY SINGLE FAMILY RESIDENCE."
#200505273626,2,2005/05/27,2006/09/22,ISSUED,9,2008/09/22,650000,650000,,,"1 FAMILY DWELLING",1,6664,25,147,,LAIDLEY,ST,,,"ZACK JAMES",*,4154957889,"BUILTFORM CONSTRUCTION INC.","SOUTH PARK",,"SAN FRANCISCO",CA,94107-0000,,,"TO ERECT 2 STORIES SINGLE FAMILY RESIDENCE."
#200506034156,3,2005/06/03,2006/09/27,ISSUED,9,2007/09/27,60000,200000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1829,42,1414,,25TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW 3 STORY REAR ADDITION TO BE CONSTRUCTED & ATTACH TO EXISTING BUILDING."
#200506034156,3,2005/06/03,2006/09/27,ISSUED,9,2007/09/27,60000,200000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1829,42,1416,,25TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW 3 STORY REAR ADDITION TO BE CONSTRUCTED & ATTACH TO EXISTING BUILDING."
#200506296336,3,2005/06/29,2006/09/15,ISSUED,9,2008/09/15,700000,700000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3615,8,1076,,"SOUTH VAN NESS",AV,,,DANIEL,PELSINGER,4152856930,"MATAROZZI/PELSINGER BUILDERS INC.",CAPP,ST,"SAN FRANCISCO",CA,94110-0000,,,"VERTICAL ADDITION  NEW THIRD FLOOR BEDROOM & BATH  NEW FOURTH FLOOR STUDIO AND ROOF DECK TO EXISTING STRUCTURE."
#200506296388,3,2005/06/29,2006/09/08,ISSUED,9,2007/09/08,40000,40000,"TOURIST HOTEL/MOTEL",662,"TOURIST HOTEL/MOTEL",662,244,1,950,,MASON,ST,0,,VICTORIA,FENTON,4156423000,"METROPOLITAN ELECTRIC",03RD,ST,"SAN FRANCISCO",CA,94107,,,"INSTALLATION OF (N) CINGULAR WIRELESS TELECOMMUNICATIONS FACILITY   2 MICRO CELL ANTENNAS TO BE LOCATED WITHIN (E) SIGN. EQUIPMENT TO BE LOCATED IN ARCADE ROOM."
#200507228388,3,2005/07/22,2006/09/05,ISSUED,9,2007/03/05,4000,6000,APARTMENTS,4,APARTMENTS,4,3643,63,243,,BARTLETT,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD DECK LANDINGS TO EXISTING STAIR @ REAR YARD @ 2ND FLOOR AND 3RD FLOOR. SITE PERMIT."
#200507278701,3,2005/07/27,2006/09/07,ISSUED,9,2007/09/07,175000,175000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3066,10,624,,MANGELS,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW MASTER BEDROOM & BATHROOM ADDITION TO EXISTING RESIDENCE EXTENDING INTO REAR YARD"
#200508019085,3,2005/08/01,2006/09/19,ISSUED,9,2007/09/19,150000,275000,"FOOD/BEVERAGE HNDLNG",0,"1 FAMILY DWELLING",1,105,1,1345,,MONTGOMERY,ST,,,"VICTOR GRANADOS",*,4153415932,"VIC - 1 CONSTRUCTION","SAN JOSE",AV,"SAN FRANCISCO",CA,94112-0000,,,"REMODEL INTERIOR LIVING SPACES.REBUILD INTERIOR STAIRS ADD ROOF TOP DECK REPLACE ELEVATOR "
#200508039354,3,2005/08/03,2006/09/18,ISSUED,9,2007/01/18,1000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,4099,56,519,,ARKANSAS,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"DOCUMENT (E) DECK PER COMPLAINT #200456428 - LEGALIZE DECK"
#200508099759,3,2005/08/09,2006/09/25,ISSUED,9,2007/09/25,150000,150000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,3541,23,2176,,15TH,ST,,,"NARROWBACK CONSTRUCTION CO.",,4158501069,"NARROWBACK CONSTRUCTION CO.",OSHAUGHNESSY,ST,"SAN FRANCISCO",CA,94109-0000,,,"VERTICAL & HORIZONTAL ADDITION - SITE PERMIT APPLICATION - REMODEL (E) 2 FAMILY DWELLING. RAISE TO CREATE GARAGE LEVEL. EXTEND STRUCTURE TO REAR EXTEND EXTERIOR STAIRS TO FRONT."
#200508099774,3,2005/08/09,2006/09/01,ISSUED,9,2007/09/01,35000,107000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7031,004C,79,,ELLINGTON,AV,,,JAMES,LEUNG,4158228028,"MEI DESIGN",YOSEMITE,AV,"SAN FRANCISCO",CA,94124-0000,,,"HORIZONTAL EXTENSION & REMODEL. APPLICATION FOR SITE PERMIT."
#200508109917,3,2005/08/10,2006/09/06,ISSUED,9,2007/03/06,9000,9000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6802,17,53,,CAMELLIA,AV,,,OBR,OBR,,OBR,OBR,,OBR,CA,00000-0000,,,"BUILD A 12' X 12' OPEN WOOD DECK NEXT TO (E) STRUCTURE AT FRONT OF PROPERTY."
#200508251292,3,2005/08/25,2006/09/26,ISSUED,9,2007/09/26,150000,158000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6531,11,1458,,VALENCIA,ST,,,DANIEL,LUCAS,4152825079,"D M L RENOVATIONS",VALENCIA,ST,"SAN FRANCISCO",CA,94110-0000,,,"HORIZONTAL ADDITION @ REAR YARD. (N) ROOF GARDEN & ENCLOSED PATIO @ LEVEL 2. (N) MEZZ  LEVEL  W/BATH  (N) ART/PHOTO STUDIO SPACE AT LEVEL 1."
#200508261303,3,2005/08/26,2006/09/05,ISSUED,9,2007/09/05,120000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2058,3,1855,,21ST,AV,,,CALVIN,TRAN,4157165356,"TRANSBAY BUILDERS INC.",31ST,AV,"SAN FRANCISCO",CA,94116-0000,,,"VERTICAL ADDITION- ADD A 3RD FLOOR TO EXISTING TWO STORY BUILDING  WORK INCLUDES INTERIOR WALL INSTA"
#200509092498,3,2005/09/09,2006/09/12,ISSUED,9,2008/09/12,400000,750000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,6604,66,625,,DUNCAN,ST,,,MICHAEL,LANE,4157222959,"SAGE BUILDING COMPANY",DUNCAN,ST,"SAN FRANCISCO",CA,94131-0000,,,"HORIZONTAL ADDITION - ADDITION TO (E) HOUSE. REMODEL (E) HOUSE. ADDING 1 UNIT TO (E) HOUSE. REBUILDING GARAGE."
#200510075042,3,2005/10/07,2006/09/12,ISSUED,9,2008/09/12,175000,330000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,4030,11,2004,,19TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL EXTENSION OF ALL 3 LEVELS. RAISE ROOF OF BLDG APROX 2'-6"" RENOVATE. EXIST'S BLDG ALL THREE LEVELS."
#200510075042,3,2005/10/07,2006/09/12,ISSUED,9,2008/09/12,175000,330000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,4030,11,2000,,19TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL EXTENSION OF ALL 3 LEVELS. RAISE ROOF OF BLDG APROX 2'-6"" RENOVATE. EXIST'S BLDG ALL THREE LEVELS."
#200510115270,3,2005/10/11,2006/09/11,ISSUED,9,2007/03/11,25000,25000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1020,24,3461,,SACRAMENTO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD NEW 2 STORY DECK AT REAR OF BUILDING - ADD NEW EXTERIOR STAIR & REMOVE INTERIOR STAIR."
#200510115270,3,2005/10/11,2006/09/11,ISSUED,9,2007/03/11,25000,25000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1020,24,3463,,SACRAMENTO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD NEW 2 STORY DECK AT REAR OF BUILDING - ADD NEW EXTERIOR STAIR & REMOVE INTERIOR STAIR."
#200510135472,3,2005/10/13,2006/09/13,ISSUED,9,2007/09/13,40000,40000,APARTMENTS,3,APARTMENTS,3,1017,24,3723,,SACRAMENTO,ST,,,ROBERT,WINTERS,4158924012,"PINE RIDGE CONSTRUCTION INC",BISHOP,CT,NOVATO,CA,94945-0000,,,"CONSTRUCT NEW DECK & STAIR AT REAR  CONSTRUCT NEW SPIRAL CONVENIENCE STAIR BETWEEN STORAGE ROOM AT GRADE AND UNIT ABOVE."
#200510175751,3,2005/10/17,2006/09/18,ISSUED,9,2007/09/18,150000,257440,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6591,34,455,,27TH,ST,,,"ERIC L.",DROSIHN,4158922752,"DROSIHN CONSTRUCTION  ** SEE NOTES**",ATHERTON,AV,NOVATO,CA,94945-0000,,,"DEMOLISH INTERIOR WALLS @ (E) BEDROOMS  ADD 8' TO REAR OF (E) HOUSE  BUILD NEW BEDROOM  LAUNDRY & STORAGE @ LOWER LEVEL. BUILD NEW FAMILY & KITCHEN @ MAIN LEVEL. BUILD 3RD FLOOR W/ 2 BEDROOMS  MASTER SUITE & DECK  BUILD NEW ROOF DECK & STAIR ENCLOSURE."
#200510195940,3,2005/10/19,2006/09/12,ISSUED,9,2007/09/12,100000,210000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,3728,40,740,,NATOMA,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"1 STORY ADDITION(NEW 3/F) ABOVE(E)2/F FOR(N)UPPER UNIT.CONVERT (E)GARMENT SHOP TO RESIDENTIAL AREA & GARAGE USE ON (E)G/F.G/F RESIDENTIAL AREA FOR 2/F(LOWER UNIT)USE ONLY.ALTERATION TO (E)2/F. CHANGE (E)FACADE SIDING TO NEW STUCCO."
#200510195940,3,2005/10/19,2006/09/12,ISSUED,9,2007/09/12,100000,210000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,3728,40,742,,NATOMA,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"1 STORY ADDITION(NEW 3/F) ABOVE(E)2/F FOR(N)UPPER UNIT.CONVERT (E)GARMENT SHOP TO RESIDENTIAL AREA & GARAGE USE ON (E)G/F.G/F RESIDENTIAL AREA FOR 2/F(LOWER UNIT)USE ONLY.ALTERATION TO (E)2/F. CHANGE (E)FACADE SIDING TO NEW STUCCO."
#200510276772,3,2005/10/27,2006/09/07,ISSUED,9,2007/09/07,104000,207200,"2 FAMILY DWELLING",2,"1 FAMILY DWELLING",1,2692,28,229,,DOUGLASS,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"COMBINE 2 (E)DEFICIENT UNITS AT FRONT OF PROPERTY INTO A SINGLE UNIT INFILL BENEATH (E) 2ND STORY & RENOVATE INTERIOR SPACES PER PLAN."
#200510316922,6,2005/10/31,2006/09/11,ISSUED,9,,,,"STORAGE SHED",0,,,2692,28,229,,DOUGLASS,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO DEMOLISH 2 STORIES BARN."
#200510316926,2,2005/10/31,2006/09/11,ISSUED,9,2008/09/11,367000,367000,,,"1 FAMILY DWELLING",1,2692,28,229,,DOUGLASS,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 2 STORIES SINGLE FAMILY RESIDENCE. (REAR BUILDING)"
#200511017073,3,2005/11/01,2006/09/06,ISSUED,9,2007/09/06,30000,15000,APARTMENTS,3,"2 FAMILY DWELLING",2,6513,14,1261,,GUERRERO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"(FRONT BLDG) CONSTRUCT NEW DECK ABOVE EXIST STAIR AT REAR OF MAIN HOUSE ( ACCESSIBLE FROM UNIT 2).TOTAL 1008 SQ. FT. CHANGES ASSOC.W/VARIANCE 2005.0967V-1259 GUERRERO."
#200511017073,3,2005/11/01,2006/09/06,ISSUED,9,2007/09/06,30000,15000,APARTMENTS,3,"2 FAMILY DWELLING",2,6513,14,1259,,GUERRERO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"(FRONT BLDG) CONSTRUCT NEW DECK ABOVE EXIST STAIR AT REAR OF MAIN HOUSE ( ACCESSIBLE FROM UNIT 2).TOTAL 1008 SQ. FT. CHANGES ASSOC.W/VARIANCE 2005.0967V-1259 GUERRERO."
#200511017109,3,2005/11/01,2006/09/26,ISSUED,9,2007/09/26,50000,95000,OFFICE,0,OFFICE,0,232,16,3,,"EMBARCADERO CENTER",*,,,"BRENT ZERULL ","WILLIAM KEN COCHRANE",4158501412,"BRENT CONSTRUCTION CO INC",BERRY,ST,"SAN FRANCISCO",CA,94107,,,"27TH & 28TH FLOORS - STRUCTURAL WORK ONLY ASSOCIATED WITH OTI-1 PA #200509273940 (27) & 200509273936 (28) PLEASE SEE DUP SETS FOR THESE PERMITS ( IN SYSTEM) FOR DISABLED ACCESS DRAWINGS."
