"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200509304370,3,2005/09/30,2008/07/28,ISSUED,9,2011/01/28,1500000,2380000,"1 FAMILY DWELLING",1,APARTMENTS,6,2409,40,633,,TARAVAL,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"PROVIDE BASMENT PARKING INCREASE G/F RETAIL. ADD 5 RESIDENTIAL UNITS & ALTER (E)UNIT FOR A TOTAL OF 6 RESIDENTAL UNITS.ALL CONDOMINUMS."
#200601303332,3,2006/01/30,2008/07/30,ISSUED,9,2009/07/30,195000,206463,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,4010,001O,542,,KANSAS,ST,,,"HENRY KARNILOWICZ",,4156217533,"OCCIDENTAL EXPRESS **SEE NOTE***",HOWARD,ST,"SAN FRANCISCO",CA,94103-2806,,,"VERTICAL & HORIZONTAL ADDITION SITE PERMIT FOR CREATING A 2ND DWELLING UNIT ON NEW THIRD STORY  TO BE BUILT  & ADDITION TOWARD THE REAR"
#200602084114,2,2006/02/08,2008/07/03,ISSUED,9,2012/04/03,1200000,2500000,,,APARTMENTS,8,3588,5,736,,VALENCIA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 8 DWELLING UNITS WITH 4 STORY NEW BUILDING(RESIDENTIAL AND COMMERCIAL)"
#200604149023,6,2006/04/14,2008/07/28,ISSUED,9,,,,OFFICE,,,,599,8,1840,,WASHINGTON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO DEMOLISH 1 STORY CONTRACTOR OFFICE COMMERCIAL BUILDING."
#200605232239,3,2006/05/23,2008/07/21,ISSUED,9,2011/01/21,1400000,1600000,OFFICE,0,APARTMENTS,9,339,6,130,,TURK,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"CONVERSION OF (E) 3 STORY OVER BASEMENT BLDG. TO A 4 STORY OVER BASEMENT BLDG. WITH G/F OFFICE SPACE  9 RESIDENTIAL UNITS AT UPPER FLOORS AND PARKING AT BASEMENT. THE HISTORICAL FACADE AT TURK STREET TO BE RESTORED WITH NEW G/F STORE FRONT AND GARAGE DOOR."
#200607217286,3,2006/07/21,2008/07/01,ISSUED,9,2009/07/01,120000,170000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7209,2,2929,,25TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"VERTICAL ADDITION - NEW 3RD FLOOR WITH BEDROOM  BATHROOM."
#200609071600,6,2006/09/07,2008/07/17,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,3511,55,1029,,NATOMA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"DEMOLISH 1 STORY SINGLE FAMILY RES. BLDG."
#200609071633,2,2006/09/07,2008/07/17,ISSUED,9,2010/07/17,850000,850000,,,APARTMENTS,4,3511,55,1029,,NATOMA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT 4 STORIES 4 DWELLING UNITS BLDG."
#200609223106,2,2006/09/22,2008/07/03,ISSUED,9,2010/07/03,550000,550000,,,"1 FAMILY DWELLING",1,2540,8,2701,,15TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG A - TO ERECT 2 STORIES  SINGLE FAMILY HOME."
#200609223108,2,2006/09/22,2008/07/03,ISSUED,9,2010/07/03,550000,550000,,,"1 FAMILY DWELLING",1,2540,8,2719,,15TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG B - TO ERECT 2 STORIES  SINGLE FAMILY HOME."
#200609223109,2,2006/09/22,2008/07/03,ISSUED,9,2010/07/03,550000,550000,,,"1 FAMILY DWELLING",1,2540,8,2727,,15TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG C - TO ERECT 2 STORIES  SINGLE FAMILY HOME."
#200609223110,2,2006/09/22,2008/07/03,ISSUED,9,2010/07/03,550000,550000,,,"1 FAMILY DWELLING",1,2540,8,2733,,15TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG D - TO ERECT 2 STORIES  SINGLE FAMILY HOME."
#200609223111,2,2006/09/22,2008/07/03,ISSUED,9,2010/07/03,550000,550000,,,"1 FAMILY DWELLING",1,2540,8,2741,,15TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG E - TO ERECT 2 STORIES  SINGLE FAMILY HOME."
#200609223112,2,2006/09/22,2008/07/03,ISSUED,9,2010/07/03,550000,550000,,,"1 FAMILY DWELLING",1,2540,8,2751,,15TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG F - TO ERECT 2 STORIES  SINGLE FAMILY HOME."
#200609223113,2,2006/09/22,2008/07/03,ISSUED,9,2010/07/03,550000,550000,,,"1 FAMILY DWELLING",1,2540,8,2763,,15TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"BLDG G - TO ERECT 2 STORIES  SINGLE FAMILY HOME."
#200609263376,3,2006/09/26,2008/07/16,ISSUED,9,2009/07/16,120000,120000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2152,8,2031,,32ND,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"VERTICAL AND HORIZONTAL EXPANSION OF ONE NEW STORY ON (E) TWO STORY BUILDING. HORIZONTAL EXPANSION AT THE REAR OF BUILDING ON ALL THE LEVEL. INCLUDING FIRE ESCAPE AT REAR/NORTHERN SIDE OF BUILDING."
#200610104591,2,2006/10/10,2008/07/10,ISSUED,9,2009/07/10,100000,116000,,,"1 FAMILY DWELLING",,7538,17,76,,LAIDLEY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REAR BUILDING -  ERECT 2 STORIES ACCESSORY BUILDING - POOL HOUSE AND HOME OFFICE AT THE REAR YARD."
#200610165080,3,2006/10/16,2008/07/10,ISSUED,9,2009/07/10,200000,273717,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7538,17,76,,LAIDLEY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"(FRONT BLDG)MINOR REMODEL TO ENTRY & 1ST LEVEL. FULL REMODEL OF 2ND LEVEL INCLUDING: RAISING PART OF 2ND FLOOR  NEW STAIR TO ENTRY LEVEL NEW STAIR TO NEW 3RD LEVEL NEW HORIZONTAL ADDITION.NEW VERTICAL ADDITION NEW 3RD LEVEL.NEW EXTERIOR CLADDING & FINISHES INCLUDING WINDOWS & DOORS."
#200611016566,2,2006/11/01,2008/07/11,ISSUED,9,2010/07/11,400000,444920,,,"1 FAMILY DWELLING",1,7104,49,107,,LOBOS,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"ERECT 3 STORIES  1 DWELLING UNIT BUILDING."
#200611016572,6,2006/11/01,2008/07/11,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,7104,49,107,,LOBOS,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"DEMOLISH 2 STORIES  1 DWELLING UNIT BUILDING."
#200612200245,3,2006/12/20,2008/07/02,ISSUED,9,2010/07/02,103000,311000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2508,19,2782,,40TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"VERTICAL ADDITION: RENOVATE EXISTING GROUND FLOOR GARAGE AND HABITABLE SPACE  INCLUDING  200SF ADDITIION  RENOVATE EXISTING SECOND FLOOR  INCLUDING 44SF ADDITION  NEW STAIRS  AND NEW 113SF DECK  NEW THIRD FLOOR ADDITION OF 1039SF."
#200701181958,3,2007/01/18,2008/07/18,ISSUED,9,2009/07/18,200000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5512,003D,20,,PERALTA,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD NEW 3RD FLOOR TO EXISTIG 2 STORY DWELLING"
#200702214561,3,2007/02/21,2008/07/29,ISSUED,9,2009/07/29,80000,355100,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6618,32,121,,VALLEY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDITION TO REAR AND ADDITION OF 3RD LEVEL TO (E) SINGLE FAMILY RESIDENCE TO CREATE FAMILY ROOM  ENLARGE KITCHEN AND ADD TWO BEDROOMS AND A BATH."
#200703065571,3,2007/03/06,2008/07/10,ISSUED,9,2009/07/10,40000,56476,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6594,34,169,,27TH,ST,0,,"SEAN KENNEDY",,4156427840,"PHOLLIES INC",MARKET,ST,"SAN FRANCISCO",CA,94114,,,"REMODELING 1ST FLOOR LEVEL WITH LOWERED FLOOR; REMODEL 2ND FLOOR KCHN; REMODEL 3RD FLOOR MASTER BEDROOM WITH NEW BATHROOM  RAISE ROOF AT MASTER BEDROOM"
#200706123710,2,2007/06/12,2008/07/09,ISSUED,9,2010/07/09,600000,862920,,,APARTMENTS,3,866,4,139,A,STEINER,ST,,,"HAMID ALAGHEMAND",*,4159220200,"AREA DEVELOPMENT CO.",HOWARD,ST,"SAN FRANCISCO",CA,94103-0000,,,"TO ERECT 3 DWELLING UNITS WITH 4 STORIES NEW BUILDING"
#200706123710,2,2007/06/12,2008/07/09,ISSUED,9,2010/07/09,600000,862920,,,APARTMENTS,3,866,4,139,B,STEINER,ST,,,"HAMID ALAGHEMAND",*,4159220200,"AREA DEVELOPMENT CO.",HOWARD,ST,"SAN FRANCISCO",CA,94103-0000,,,"TO ERECT 3 DWELLING UNITS WITH 4 STORIES NEW BUILDING"
#200706123710,2,2007/06/12,2008/07/09,ISSUED,9,2010/07/09,600000,862920,,,APARTMENTS,3,866,4,139,,STEINER,ST,,,"HAMID ALAGHEMAND",*,4159220200,"AREA DEVELOPMENT CO.",HOWARD,ST,"SAN FRANCISCO",CA,94103-0000,,,"TO ERECT 3 DWELLING UNITS WITH 4 STORIES NEW BUILDING"
#200706143942,3,2007/06/14,2008/07/18,ISSUED,9,2009/07/18,100000,121379.65,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1914,012F,2332,,MORAGA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"rear addition of 2 floors per plans TO EXTEND 15' INTO REAR YARD AT 2 LEVELS."
#200706184221,3,2007/06/18,2008/07/30,ISSUED,9,2009/07/30,142000,300000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1372,31,158,,FUNSTON,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDITION OF NEW 4TH FLOOR TO EXISTING 3 STORY BUILDING. INTERIOR REMODEL OF EXISTING FLOORS INCLUDING NEW KITCHEN & BATHROOMS."
#200706184221,3,2007/06/18,2008/07/30,ISSUED,9,2009/07/30,142000,300000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1372,31,160,,FUNSTON,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDITION OF NEW 4TH FLOOR TO EXISTING 3 STORY BUILDING. INTERIOR REMODEL OF EXISTING FLOORS INCLUDING NEW KITCHEN & BATHROOMS."
#200706285462,4,2007/06/28,2008/07/17,ISSUED,9,2008/11/17,1500,1500,"RETAIL SALES",8,,,1156,8,1604,,MCALLISTER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT ELECTRIC WALL PROJECTING DOUBLE FACED SIGN."
#200706295601,3,2007/06/29,2008/07/08,ISSUED,9,2009/07/08,58000,90000,APARTMENTS,4,APARTMENTS,4,1235,1,25,,BAKER,ST,,,ANDY,COLUMNA,9256980813,"L COLUMNA GENERAL CONTRACTOR","SANTA RITA",DR,PITTSBURG,CA,94565-0000,,,"RENOVATION OF GROUND FLOOR AND BASEMENT FLOOR. FLOOR & PARTITION WALLS TO FINISHING. CONVERT UNOCCUPIED BASEMENT TO HABITABLE ROOMS."
#200706295633,3,2007/06/29,2008/07/17,ISSUED,9,2008/11/17,3000,3000,"RETAIL SALES",8,"RETAIL SALES",8,1156,8,1604,,MCALLISTER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO KEEP & COMPLY NOV# 200704638. 3 ILLEGAL SIGNS INSTALLED WITHOUT PERMIT."
#200707025794,3,2007/07/02,2008/07/11,ISSUED,9,2009/07/11,75000,75000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5712,3,18,,GLADYS,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDITION  AND ALTERATION AT THE REAR OF  PROPERTY  4.5'-0 EXTENSION OF EXTG KITCHEN AT REAR PLUS 11'-6"" X 25'-0. DECK ADDITION INCLUDING STAIR TO YARD"
#200707066190,3,2007/07/06,2008/07/31,ISSUED,9,2009/01/31,20000,20000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1088,12,191,,COOK,ST,,,,,,,,,,,,,,"COMPLIANCE WITH NOV 200556867. TO LEGALIZE EXISTING DECK."
#200707066190,3,2007/07/06,2008/07/31,ISSUED,9,2009/01/31,20000,20000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1088,12,193,,COOK,ST,,,,,,,,,,,,,,"COMPLIANCE WITH NOV 200556867. TO LEGALIZE EXISTING DECK."
#200707096230,3,2007/07/09,2008/07/30,ISSUED,9,2009/07/30,23000,45000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2053,8,1843,,16TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDITION OF A GARAGE (19'-8"" X 12'-0"") TO THE REAR OF THE HOUSE WITH A WOOD DECK. THIS IS NON HEATED SPACE. 05/06/08:Comverted to full permit w/submission of R3. gjs"
#200707247621,3,2007/07/24,2008/07/16,ISSUED,9,2009/07/16,40000,60000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5377,11,134,,ELMIRA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL EXTEND ONE STORY WITH TWELEVE FEET AT REAR YARD INCLUDING ONE BEDROOM & ONE LAUNDRY. LEGALIZE ONE BEDROOM  ONE STORAGE  A FULL BATH ON GROUND FLOOR PER PALN. COMPLY W/NOV 2000708817"
#200708018471,3,2007/08/01,2008/07/07,ISSUED,9,2009/07/07,100000,100000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6604,17,566,,28TH,ST,,,MICHAEL,BRADFORD,4157258269,"BRADFORD CONSTRUCTION","HOLLY PARK",,"SAN FRANCISCO",CA,94110-0000,,,"REAR ADDITION TO EXTEND OVER (E) BUILDING"
#200708099233,3,2007/08/09,2008/07/23,ISSUED,9,2008/11/23,3000,3000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5883,2,1395,,SILVER,AV,,,"RADIANT CONSTRUCTION",,4152504218,"RADIANT  CONSTRUCTION COMPANY",PACKARD,ST,OAKLAND,CA,94603-0000,,,"REMOVE HORIZONTAL ADDITION AT REAR YARD TO COMPLY WITH NOV #200454194 & 200233628. ADDITION WAS BUILT WITHOUT PERMIT."
#200708240833,3,2007/08/24,2008/07/24,ISSUED,9,2009/07/24,148000,148000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1306,12,130,,"SEA CLIFF",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMOVE OLD WOOD DECKS AND STAIRS.CONSTRUCT NEW WOOD DECK APPROX 24' DEEP X 25' WIDE WTIH GLASS RAILINGS  NEW WOOD STEPS TO DECK. REAR YARD SETBACK VARIANCE DECISION 6/13/07  CASE #20070255V."
#200708301317,2,2007/08/30,2008/07/28,ISSUED,9,2008/11/28,3000,11500,,,"STORAGE SHED",0,7020,14,7,,HAROLD,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"COMPLY W/NOV #200706562: ERECT STORAGE SHED ON VACANT LOT (NOT FOR HABITATION). ACCESSORY USE TO OWNER'S ADJACENT RESIDENCE. SUBJECT TO NOTICE OF SPECIAL RESTRICTIONS 20081586890."
#200708301415,3,2007/08/30,2008/07/10,ISSUED,9,2009/07/10,38500,38500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1241,20,1053,,HAIGHT,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW ONE STROY EXTENSION TO EXISTING MASTER BEDROOM  APPROXIMATE FOOTPRINT OF NEW ADDITION. 5.6X12 THIS APPLICATION IS TO COMPLY WITH PHYISICAL INSPECTION REPORT 3R4764  DATED FEB 12 2007 THIS INITIAL APPLICATION IS FOR SITE PERMIT ONLY IN ADDITION WE HAVE SUBMITTED A VARIANCE APPLICATION W/APPLCATIO"
#200709122410,3,2007/09/12,2008/07/07,ISSUED,9,2010/07/07,500000,500000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,4039,9,398,,PENNSYLVANIA,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Remove interior pool on 1st and 2nd floorand remodel habitable space. Remodel 3rd floor kitchen and construct new stairs to 4th floor. Vertical addition of new 4th floor master badroom and a roof deck."
#200709172822,3,2007/09/17,2008/07/21,ISSUED,9,2008/11/21,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1366,29,174,,07TH,AV,,,PAUL,STOCK,4155867841,"NORTH GATE BUILDERS INC",NORDHOFF,ST,"SAN FRANCISCO",CA,94131-0000,,,"REVISION TO APPROVED APP #2005/09/20/3375 MODIFY EXTERIOR STAIR LAYOUT CONSTRUCT METAL BALCONY AT 3RD FLOOR LEVEL  REAR  INSTALL METAL STAIR  INCLINED  FROM 3RD FLOOR TO 2ND FLOOR. RE ALIGN WOOD STAIR FROM 2ND LEVEL TO GRADE."
#200710094920,3,2007/10/09,2008/07/24,ISSUED,9,2009/07/24,80000,80000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2822A,37,65,,MIDCREST,WY,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Add two rooms ( storage room and Art Studio) beneath cantilevered portion of existing house AND ABATE portion of NOV # 200705421."
#200710104991,3,2007/10/10,2008/07/31,ISSUED,9,2009/07/31,200000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1287,14,4850,,17TH,ST,,,SYKES,EDWARD,4157312808,"E SYKES CONSTRUCTION",WOODLAND,AV,"SAN FRANCISCO",CA,94117-0000,,,"Horizontal extension to existing building at: 1. 3/fl - new study & bathroom. 2. 2/fl - new breakfast room and remodeled (E) kitchen. 3. 1/fl - extend length of (E) garage & storage area under new 1st floor deck."
#200710115117,3,2007/10/11,2008/07/18,ISSUED,9,2009/07/18,170000,170000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6525,3,2914,,FOLSOM,ST,,"FRONT BLDG",UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Horizontal extension to create a new M. bedroom & bath @ second floor. Remodel (E) kitchen & extend w/ (N) floor & breakfast alcove  (N) cabinets  (N) lighting  (N) DORMER & SKYLIGHT"
#200710155452,3,2007/10/15,2008/07/18,ISSUED,9,2009/07/18,40000,83107,"PRKNG GARAGE/PRIVATE",0,"1 FAMILY DWELLING",1,6525,3,2914,A,FOLSOM,ST,,"REAR BLDG",UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"UNIT ""A"": Construct 1 bedroom   1 bath unit above the detached garage at the rear of lot facing Horace Street."
#200710175671,3,2007/10/17,2008/07/30,ISSUED,9,2009/07/30,150000,179025.43,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5931,29,611,,SILLIMAN,ST,,,,,,,,,,,,,,"EXPANSION OF FRONT AND BACK - HORIZONTAL ADDITION. ROOM ADDITION ON GROUND FLOOR AND SECOND FLOOR. ENCLOSED GARAGE. ALTERATION OF FACADE TO LINE UP WITH ADJOINING BUILDING."
#200710266572,3,2007/10/26,2008/07/01,ISSUED,9,2009/01/01,12000,18000,"MISC GROUP RESIDNS.",,"MISC GROUP RESIDNS.",,658,002A,2330,,BUSH,ST,,,"GREG SCHOEPP  MIKE PEARSON","JUSTIN KRITZER",4152216913,"SCHOEPP CONSTRUCTION INC",BALBOA,ST,"SAN FRANCISCO",CA,94121-0000,,,"NEW STEEL EXIT STAIR TO 3RD & 2ND FLOORS AT REAR OF BUILDING. 16 BEDS IN CONGREGATE RESIDENCE (R-1) PER BLDG CODE."
