"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200405264869,3,2004/05/26,2006/10/26,ISSUED,9,2008/10/26,150000,350000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2719,26,145,,VILLA,TR,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"STEPHEN ANTONAROS",4158642261,"HORIZONTAL ADDITION TO REAR (2 STORIES OVER BASEMENT) & ADDRESS COMPLAINT #200448546 DRAINAGE ONTO NEIGHBOR'S PROPERTY."
#200406025371,3,2004/06/02,2006/10/27,ISSUED,9,2007/10/27,85000,148000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7100,11,2,,FARRAGUT,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"EDWARD RESH P.O. BOX 472066 SF 94147",,"HORIZONTAL ADDITION- NEW THREE STORY ADD'N TO AN EXISTING RESIDENCE- INCLUDES NEW WOOD STAIRS AS 2ND MEANS OF EGRESS. NEW ELECTRICAL  NEW PLUMBING & MECHANICAL RE-ROUTING WORK."
#200406095888,3,2004/06/09,2006/10/03,ISSUED,9,2007/10/03,10000,79000,"STORAGE SHED",0,"1 FAMILY DWELLING",1,5720,57,192,,PARK,ST,,,,,,,,,,,,"JIM FAGIER",4155930423,"RESTORE ACCESSORY TO FORMER USE AS RESIDENTIAL INSTALL NEW KITCHEN BATH 1 HR. WALL UPGRADE  REAR BUILDING ONLY"
#200406247270,3,2004/06/24,2006/10/23,ISSUED,9,2007/10/23,225000,225000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,5610A,30,53,,COLERIDGE,ST,,,"MICHAEL HAMMAN",,4156431376,"MICHAEL HAMMAN",EARL,ST,"SAN FRANCISCO",CA,94124-0000,"SUAREZ KUEHNE ARCH-2412 19TH AVE  SF  CA 94116 X12",4152421400,"EXCAVATION BENEATH EXISTING HOUSE WILL ADD A LINING UNIT AND 2 CAR GARAGE."
#200406307720,3,2004/06/30,2006/10/19,ISSUED,9,2007/10/19,250000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3260,26,1495,,MONTEREY,BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"YIM FU HIM",,"VERTICAL & HORIZONTAL ADDITION  ADD EXERCISE ROOM IN BASEMENT  ADD OFFICE  MASTER BEDROOM  BATH ON 2/F  ADD DINING ROOM  FAMILY ROOM  BEDROOM & 2-BATH AT 1ST FLOOR PER PLAN."
#200407229493,6,2004/07/22,2006/10/05,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6518,17,971,,CAPP,ST,,,,,,,,,,,,"CESAR ESTRELLA 1066 SANDPOINT DR",5107990870,"DEMOLISHING 2 STORY SINGLE FAMILY DWELING"
#200407229494,2,2004/07/22,2006/10/05,ISSUED,9,2008/10/05,481000,662589,,,APARTMENTS,4,6518,17,971,,CAPP,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"CESAR ESTRELLA",5107990870,"ERECT A THREE STORY FOUR UNITS RESIDENTIAL BLDG"
#200407269825,3,2004/07/26,2006/10/12,ISSUED,9,2009/04/12,1200000,3000000,"WAREHOUSE NO FRNITUR",0,APARTMENTS,25,3704,6,420,,JESSIE,ST,,,,,,,,,,,,"LUNDBERG DESIGN 2620 03RD STREET SF",,"CONVERSION OF (E) BUILDING INTO 25 RESIDENTIAL UNITS WITH RESTAURANT  SPACE ON THE GROUND FLOOR. RESTAURANT T.I. UNDER SEPARATE PERMIT."
#200407269825,3,2004/07/26,2006/10/12,ISSUED,9,2009/04/12,1200000,3000000,"WAREHOUSE NO FRNITUR",0,APARTMENTS,25,3704,6,416,,JESSIE,ST,,,,,,,,,,,,"LUNDBERG DESIGN 2620 03RD STREET SF",,"CONVERSION OF (E) BUILDING INTO 25 RESIDENTIAL UNITS WITH RESTAURANT  SPACE ON THE GROUND FLOOR. RESTAURANT T.I. UNDER SEPARATE PERMIT."
#200408101187,3,2004/08/10,2006/10/26,ISSUED,9,2007/10/26,275000,275000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1778,8,1341,,23RD,AV,,,MICHAEL,BOUGHTON,4156470222,"BOUGHTON CONSTRUCTION",PRECITA,AV,"SAN FRANCISCO",CA,94110,"DAVID R TEETERS",,"3 STORY REAR ADDITION HORIZ (N) GARAGE DOOR"
#200409154254,2,2004/09/15,2006/10/03,ISSUED,9,2008/10/03,325000,450000,,,"1 FAMILY DWELLING",1,6713,56,101,,POPPY,LN,,,"RYAN ENGINEERING INC",,,"RYAN ENGINEERING INC","SOUTH MAPLE",AV,"SO SAN FRANCISCO",CA,94080,"KOTAS/PANTALEONI 70 ZOE ST SF 94107",4154954051,"ERECT A THREE STORY SINGLE FAMILY DWELLING BUILDING."
#200409245129,6,2004/09/24,2006/10/30,ISSUED,9,,,,"RETAIL SALES",0,,,739,6,810,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"FORUM DESIGN 1014 HOWARD SF CA 94103",4152527063,"TO DEMOLISH A 1-STORY RETAIL BUILDING"
#200409245131,6,2004/09/24,2006/10/30,ISSUED,9,,,,"RETAIL SALES",0,,,739,8,826,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"FORUM DESIGN 1014 HOWARD SF  CA 94103",4152527063,"DEMOLISH 1 STORY  RETAIL STORAGE BUILDING"
#200409245132,6,2004/09/24,2006/10/30,ISSUED,9,,,,OFFICE,0,,,739,7,816,,"VAN NESS",AV,,,,,,,,,,,,"FORUM DESIGN 1014 HOWARD SF  CA 94103",4152527063,"DEMOLISH 1 STORY OFFICE/RETAIL BUILDING."
#200409245134,1,2004/09/24,2006/10/30,ISSUED,9,2011/04/30,7500000,14000000,,,APARTMENTS,52,739,6,828,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"FORUM DESIGN 1014 HOWARD SF CA 94103",2527063,"ERECT 8 STORIES  52 UNITS  2 BASEMENTS RESIDENTIAL/COMMERCIAL BUILDING."
#200409245134,1,2004/09/24,2006/10/30,ISSUED,9,2011/04/30,7500000,14000000,,,APARTMENTS,52,739,6,808,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"FORUM DESIGN 1014 HOWARD SF CA 94103",2527063,"ERECT 8 STORIES  52 UNITS  2 BASEMENTS RESIDENTIAL/COMMERCIAL BUILDING."
#200409245134,1,2004/09/24,2006/10/30,ISSUED,9,2011/04/30,7500000,14000000,,,APARTMENTS,52,739,6,810,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"FORUM DESIGN 1014 HOWARD SF CA 94103",2527063,"ERECT 8 STORIES  52 UNITS  2 BASEMENTS RESIDENTIAL/COMMERCIAL BUILDING."
#200409245134,1,2004/09/24,2006/10/30,ISSUED,9,2011/04/30,7500000,14000000,,,APARTMENTS,52,739,6,818,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"FORUM DESIGN 1014 HOWARD SF CA 94103",2527063,"ERECT 8 STORIES  52 UNITS  2 BASEMENTS RESIDENTIAL/COMMERCIAL BUILDING."
#200410136670,3,2004/10/13,2006/10/23,ISSUED,9,2007/10/23,1,50000,OFFICE,0,OFFICE,0,3703,57,1029,,MARKET,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REVISION TO 200308182377. ACCESSIBILITY UPGRADE  REMOVE ELEVATOR  REPAIR WATER DAMAGE."
#200410136678,3,2004/10/13,2006/10/05,ISSUED,9,2007/10/05,80000,80000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6969,008B,77,,SENECA,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL EXTENSION IN REAR PER PLAN. COMPLY W/ELECTRICAL WORK  LIFE HAZARDS & BLDG PERMIT REQUIRED. S.G.C. 10B 04 - COMPLY W/ COMPLAINT 200450711."
#200410217388,3,2004/10/21,2006/10/12,ISSUED,9,2008/10/12,350000,480000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1831,38,1436,,23RD,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"3/F ADDITION & REPLACE FOUNDATION RAISE UP (E)BLDG.3'10"".MOVE (E)BLDG. 6'5"" SOUTH 2'2"" WEST. 2 STORY ADDITION. REMODEL (E) 2ND FLOOR. ELECTRICAL  MECHANICAL  PLUMBING TO BE UNDER SEPARATE PERMITS."
#200412070840,3,2004/12/07,2006/10/25,ISSUED,9,2007/02/25,2500,14000,OFFICE,0,OFFICE,0,4106,24,953,,INDIANA,ST,,,MARON,MOSES,4153815632,"MARON MOSES",ANDREW,WY,TIBURION,CA,94920-0000,,,"LIGHT FRAME ENCLOSER STOP CONCRETE LOADING DOCK. COMPLY COMPLAINT 200455014 BID-INSP. FENCE WORK & 2 NEW DRINKING FOUNTAINS WHEEL CHAIR LIFT SPRINKLER WORK UNDER SEPARATE PERMIT. REVISION TO APPROVED BUILDING PERMIT APPLICATION #200404151375."
#200412101184,3,2004/12/10,2006/10/02,ISSUED,9,2008/10/02,750000,750000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,959,11,2770,,BROADWAY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDITION/RENOVATION TO EXISTING  4 LEVEL RESIDENCE: RESHINGLE  WINDOW REPLACEMENT  RELOCATION OF INTERIOR PARTITIONS  DECK REVISION  KITCHEN EXPANSION BATHROOM IMPROVEMENT  MISC INTERIOR UPGRADE (FLOORING WALL PANELING ETC) NEW FLUE ENCLOSURE FOR NEW FIREPLACE  NEW ELEVATOR/LEVELS 1-4."
#200412171721,3,2004/12/17,2006/10/19,ISSUED,9,2007/10/19,100000,242000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1830,12,1449,,23RD,AV,,,ROBERT,TAM,4158602349,"HING YIP CONSTRUCTION CO",18TH,AV,"SAN FRANCISCO",CA,94116-0000,,,"HORIZONTAL ADDITION TO THE REAR OF (E) BLDG. REMODELING 1ST AND 2ND FLOOR."
#200501213740,2,2005/01/21,2006/10/17,ISSUED,9,2008/10/17,500000,642528,,,"2 FAMILY DWELLING",2,4029,1,2101,,18TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 3 STORIES 2 FAMILY DWELLING."
#200501213740,2,2005/01/21,2006/10/17,ISSUED,9,2008/10/17,500000,642528,,,"2 FAMILY DWELLING",2,4029,1,2103,,18TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 3 STORIES 2 FAMILY DWELLING."
#200503167675,3,2005/03/16,2006/10/04,ISSUED,9,2007/10/04,250000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7537,23,634,,30TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"GARAGE ADDITION AND EXTERIOR HARDSCAPE  PARTIAL BASEMENT DEPRESION  PARTIAL ROOF RECONFIGURATION AND REPLACE WINDOWS TO TOP FLOOR (NO CHANGE IN HEIGHT)  FRONT FACADE RENOVATION."
#200503177771,3,2005/03/17,2006/10/12,ISSUED,9,2007/10/12,200000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1551,34,562,,09TH,AV,,,RAYMOND,PENG,4157524118,"RAYMOND PENG CONSTRUCTION",GEARY,BL,"SAN FRANCISCO",CA,94118-0000,,,"PARTIAL INTERIOR REMODELING  NEW REAR YARD BUILDING ADDITION  CONVERT PART OF EXISTING GARAGE LEVEL TO HABITABLE SPACE  NEW EXTERIOR DECK SYSTEM AT REAR YARD."
#200503187874,3,2005/03/18,2006/10/11,ISSUED,9,2007/10/11,30000,30000,APARTMENTS,3,APARTMENTS,3,3596,054A,289,,LEXINGTON,ST,0,,,,,,,,,,,,,"REV. TO PA# 2004/10/13/6672  REMOVE UTILITY BASEMENT SPACE FROM PROPOSED WORK. REMODEL LEVEL 2 UNIT TO MATCH LEVEL 1 & LEVEL 3 UNIT. SPACE HEATING PROVIDED WITH TANKLESS WH @ EA.UNIT."
#200503187874,3,2005/03/18,2006/10/11,ISSUED,9,2007/10/11,30000,30000,APARTMENTS,3,APARTMENTS,3,3596,054A,293,,LEXINGTON,ST,0,,,,,,,,,,,,,"REV. TO PA# 2004/10/13/6672  REMOVE UTILITY BASEMENT SPACE FROM PROPOSED WORK. REMODEL LEVEL 2 UNIT TO MATCH LEVEL 1 & LEVEL 3 UNIT. SPACE HEATING PROVIDED WITH TANKLESS WH @ EA.UNIT."
#200505102065,3,2005/05/10,2006/10/19,ISSUED,9,2007/10/19,95000,95000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,558,28,2251,,GREEN,ST,0,,"BRADFORD CHARLES",TARDY,,"METRO DEVELOPMENT","GATE FIVE",RD,SAUSALITO,CA,94965-0000,,,"HORIZONTAL ADDITION OF 2 FLOORS TO THE REAR OF BLDG. ENLARGE FAMILY ROOM ON GROUND FLOOR  RE-ORGANIZE KITCHEN/BATH. REWORK 1 BEDROOM & ADD A NEW 1. REWORK MASTER BATHROOM."
#200505122300,2,2005/05/12,2006/10/16,ISSUED,9,2008/10/16,300000,560000,,,"1 FAMILY DWELLING",1,6192,52,365,,WILDE,AV,,,SANH,HUYNH,4154672729,"CHT PROPERTIES DEVELOPMENT",MORAGA,ST,"SAN FRANCISCO",CA,94122-0000,,,"ERECT 3 STORIES 1 DWELLING BLDG."
#200505162515,3,2005/05/16,2006/10/31,ISSUED,9,2007/10/31,300000,300000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,45,3,828,,FRANCISCO,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REV TO 200512120094 MINOR INTERIOR RENOV ADD NEW WINDOWS AT VARIOUS LEVELS & ORIENTATION ON EXTERIOR CONV OF ATTIC SPACE.&RASING (E)DORMER TO MATCH HEIGHT@REAR BLDG.REMODEL BSMT LEVEL CONVERT NON HABITABLE SPACE TO MEDIA RM ON 3/FL ADD STAIR CONNECT 2ND/3RD FLRS.PROVIDE FIRE ESCAPE ON 3/FL."
#200505263505,3,2005/05/26,2006/10/16,ISSUED,9,2008/10/16,267500,835000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,189,10,1266,,WASHINGTON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"DEMOLISH 2 STORY ADDITION -BUILD (N) 2 STORY ADDITION  SEISMIC UPGRADE  INSTALL SPRINKLERS (N) KITCHEN  BEDROOMS  BATHROOMS  GARAGE. GEN REMODEL (E) HOUSE. PLEASE FORWARD TO MARK LUELLEN  PLANNER FOR VARIANCE(CASE #20040397V)."
#200506084514,3,2005/06/08,2006/10/19,ISSUED,9,2007/02/19,4500,4500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,868,29,351,,WALLER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD DORMER TO ROOF IN ATTIC SPACE AT TOP OF (E) STAIRCASE TO ADDRESS HEADROOM ISSUE & ADD RAILINGS AS PER ATTACHED 3R-REPORT. WORK TO BE DONE IN CONJUNCTION WITH MASTER PA #200505162487."
#200506155133,3,2005/06/15,2006/10/02,ISSUED,9,2007/10/02,80000,80000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1903,55,3419,,LAWTON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REAR 2 STORY ADDITION & REMODEL ROOMS AT GROUND FLOOR. CHANGE LAUNDRY ROOM TO FAMILY ROOM."
#200506225805,3,2005/06/22,2006/10/20,ISSUED,9,2007/10/20,150000,150000,"1 FAMILY DWELLING",2,"1 FAMILY DWELLING",1,3617,53,24,,HILL,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"RECONFIGURATION OF INTERIOR SPACE  DEMO 2 ROOMS AT REAR OF BLDG  RELOCATION OF SOME WINDOWS  ADD EXTERIOR STAIRCASE TO 1ST FOOR  ADD BALCONY AT REAR OF BLDG."
#200507298932,3,2005/07/29,2006/10/20,ISSUED,9,2008/10/20,150000,360000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,6412,35,1078,,GENEVA,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL & VERTICAL EXTENSION."
#200507298932,3,2005/07/29,2006/10/20,ISSUED,9,2008/10/20,150000,360000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,6412,35,1082,,GENEVA,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL & VERTICAL EXTENSION."
#200508150318,3,2005/08/15,2006/10/19,ISSUED,9,2007/02/19,5000,49300,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,24,011D,2720,,HYDE,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMOVE 3 (E) WOOD POST AND REPLACING WITH STEEL BEAM ON FIRST FLOOR. 11' X 21'6"" SOLARIUM ROOM TO AN OFFICE ROOM."
#200508150318,3,2005/08/15,2006/10/19,ISSUED,9,2007/02/19,5000,49300,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,24,011D,2722,A,HYDE,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMOVE 3 (E) WOOD POST AND REPLACING WITH STEEL BEAM ON FIRST FLOOR. 11' X 21'6"" SOLARIUM ROOM TO AN OFFICE ROOM."
#200508241067,3,2005/08/24,2006/10/26,ISSUED,9,2007/10/26,170000,300000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,4272,33,3027,,25TH,ST,,,ROBIN,WILSON,4158261007,"MERIDIAN BUILDERS & DEVELOPERS INC",25TH,ST,"SAN FRANCISCO",CA,94110-0000,,,"VERTICAL ADDITION-ADD 3RD FLOOR. REMODEL (E) INTERIOR 3RD FLOOR CONSISTS OF LIVING ROOM  KITCHEN & 2 DECKS. ON 1ST FLOOR ADD POOL & REMODEL BATH. ON 2ND FLOOR ADD 2 BED & REMODEL BATH."
#200509011914,3,2005/09/01,2006/10/26,ISSUED,9,2007/10/26,125000,125000,"WAREHOUSE NO FRNITUR",0,"WAREHOUSE NO FRNITUR",0,3955,1,1401,,16TH,ST,,,,,,,,,,,,,,"TENANT IMPROVEMENTS AT FIRST FLOOR: REF - 8922844  9507129  9503756"
#200509021971,6,2005/09/02,2006/10/12,ISSUED,9,,,,"WAREHOUSE NO FRNITUR",0,,,4021,1,2949,,18TH,ST,,,"JAMES E. ROBERTS",,9258200600,"ROBERTS-OBAYASHI CORP"," OAK",CT,DANVILLE,CA,94526,,,"TO DEMOLISH 1 STORY CONCRETE STORAGE BUILDING."
#200509062106,3,2005/09/06,2006/10/31,ISSUED,9,2007/10/31,75000,100000,APARTMENTS,3,APARTMENTS,3,3775,137,171,,"SOUTH PARK",ST,1,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW REAR DECK - 171 SOUTH PARK -REPLACEMENT (N) ELEVATOR TO SERVICE ALL FLOORS  UNDER SEPARATE PERMIT."
#200509132766,3,2005/09/13,2006/10/31,ISSUED,9,2008/10/31,275000,350000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,3627,13,64,,VICKSBURG,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ESTABLISH 2ND UNIT AT G/F - ADD KITCHEN  RENOVATE E 2ND AND 3RD FLOORS  CONSTRUCT NEW GARAGE IN REAR  SEP PERMIT (200509122772)"
#200509132772,2,2005/09/13,2006/10/31,ISSUED,9,2007/10/31,25000,35000,,,"PRKNG GARAGE/PRIVATE",0,3627,13,64,,VICKSBURG,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT A NEW 1 STORY GARAGE AT REAR YARD"
#200509163098,3,2005/09/16,2006/10/05,ISSUED,9,2007/10/05,50000,130000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,7056,6,136,,MONTANA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW 2 STORY REAR ADDITION TO BE CONSTRUCTED & ATTACHED TO (E) BUILDING."
