"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#200701121647,2,2007/01/12,2008/10/30,ISSUED,9,2010/10/30,450000,615000,,,"2 FAMILY DWELLING",2,3632,38,1060,,GUERRERO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4 STORIES  2 FAMILY DWELLING UNITS.",
#200701121647,2,2007/01/12,2008/10/30,ISSUED,9,2010/10/30,450000,615000,,,"2 FAMILY DWELLING",2,3632,38,1062,,GUERRERO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4 STORIES  2 FAMILY DWELLING UNITS.",
#200701182009,2,2007/01/18,2008/10/30,ISSUED,9,2010/10/30,450000,615000,,,"2 FAMILY DWELLING",2,3632,39,1066,,GUERRERO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4 STORIES  2 FAMILY DWELLING UNITS.",
#200701182009,2,2007/01/18,2008/10/30,ISSUED,9,2010/10/30,450000,615000,,,"2 FAMILY DWELLING",2,3632,39,1068,,GUERRERO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4 STORIES  2 FAMILY DWELLING UNITS.",
#200701182010,2,2007/01/18,2008/10/30,ISSUED,9,2010/10/30,250000,367000,,,"1 FAMILY DWELLING",1,3632,39,151,,AMES,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 3 STORIES  SINGLE FAMILY DWELLING UNIT.",
#200701182011,2,2007/01/18,2008/10/30,ISSUED,9,2010/10/30,250000,367000,,,"1 FAMILY DWELLING",1,3632,40,155,,AMES,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 3 STORIES  SINGLE FAMILY DWELLING UNIT.",
#200701182012,2,2007/01/18,2008/10/30,ISSUED,9,2010/10/30,450000,615000,,,"2 FAMILY DWELLING",2,3632,40,1070,,GUERRERO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4 STORIES  2 FAMILY DWELLING UNITS.",
#200701182012,2,2007/01/18,2008/10/30,ISSUED,9,2010/10/30,450000,615000,,,"2 FAMILY DWELLING",2,3632,40,1072,,GUERRERO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4 STORIES  2 FAMILY DWELLING UNITS.",
#200702013103,3,2007/02/01,2008/10/27,ISSUED,9,2009/10/27,200000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3614,53,711,,SHOTWELL,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMODEL 1ST  2ND FLOORS AND BASEMENT LEVEL. GARAGE ADDITION.",
#200702234803,3,2007/02/23,2008/10/09,ISSUED,9,2010/10/09,20000,460000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5879,42,131,,SWEENY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"THE PROPOSED PROJECT IS TO SHIFT 5 FEET OF THE  ENTIRE BUILDING TO THE LEFT SIDE AND EXPAND THE REAR OF THE BLDG AND VERTICAL ADDITION ON EXTG 2 STORIES.",
#200704189061,3,2007/04/18,2008/10/10,ISSUED,9,2009/10/10,150000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,960,001O,2655,,SCOTT,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"VERTICAL ADDTION. NEW MASTER BEDROOM  BATH AND CLOSET",
#200705171541,3,2007/05/17,2008/10/01,ISSUED,9,2009/10/01,100000,100000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1205,3,451,,BRODERICK,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW GARAGE(2 CAR) AT EXTG BASEMENT LEVEL",
#200705171541,3,2007/05/17,2008/10/01,ISSUED,9,2009/10/01,100000,100000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1205,3,453,,BRODERICK,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW GARAGE(2 CAR) AT EXTG BASEMENT LEVEL",
#200705181699,3,2007/05/18,2008/10/03,ISSUED,9,2011/04/03,1750000,1250000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,3654,24,485,,ELIZABETH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"EXISTING SINGLE FAMILY RESISDENCE ALTERED WITH HORIZONTAL AND VERTICAL EXTENSIONS TO PROVIDE 2 UMIT. EXISTING PARTY WALLS  GROUND FLOORS SLAB AND FLOOR FRAMING TO REMAIN. BLDG EXTENDED IN REAR AND ABOVE TO PROVIDE ADDITIONAL SPACE. 3 ADDITIONAL PARKING SPACES WILL BE PROVIDED (CHANGE OF USE)",
#200705232063,3,2007/05/23,2008/10/21,ISSUED,9,2009/04/21,18000,18000,"RETAIL SALES",32,"RETAIL SALES",32,738,79,851,,"VAN NESS",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"RESPONSE TO NOV# 200788901. ISSUED BY NANCY CURVANO ON 01/26/07. MAIN ENTRY ACCESSIBLE RAMP EXCEEDS MAS SCOPE (12.4 "," 12.9%) ALLOWED. TOP & BOTTOM LANDING TO SMALL. PROPOSE TO LOWER SIDEWALK. RELOCATE POWER ACTIVATED DOOR. PROVIDE NEW LOWERED RAMP AT 8.33% SCOPE & PROVIDE LARGER LANDINGS."
#200706123707,6,2007/06/12,2008/10/22,ISSUED,9,,,,"PRKNG GARAGE/PRIVATE",0,,,866,4,139,,STEINER,ST,,,"RYAN ENGINEERING INC",,6508778088,"RYAN ENGINEERING INC","SOUTH MAPLE",AV,"SO SAN FRANCISCO",CA,94080,,,"TO DEMOLISH A PARKING GARAGE",
#200706143977,3,2007/06/14,2008/10/23,ISSUED,9,2009/10/23,60000,82964,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6710,17,91,,MIZPAH,ST,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"THIRD FLOOR ADDITION OF 498 S.F. (BEDROOM & BATHROOM) SEISSMIC UPGRADE OF (E) STRUCTRURE.",
#200706265131,3,2007/06/26,2008/10/14,ISSUED,9,2009/10/14,1,190000,LAUNDRY/LAUNDROMAT,1,"FOOD/BEVERAGE HNDLNG",1,3568,4,530,,VALENCIA,ST,,,"JACK VAN LE",,5105337407,"V S CONSTRUCTION","EAST 20TH STREET",AV,OAKLAND,CA,94606-0000,,,"RENEWAL OF PERMIT APP 200209277647 TO CONVERT LAUNDROMAT TENANT SPACE TO FULL SERVICE RESTAURANT. EXPAND PREVIOUS USE INTO VACATED LAUNDROMAT AREA. (E) HOOD UNDER SEPERATE PERMIT.",
#200707106404,4,2007/07/10,2008/10/24,ISSUED,9,,,5700,"RETAIL SALES",,,,11,8,333,,JEFFERSON,ST,,,"CHARLES STERNE TOBIN VANNIER","MELANIE SCHOW",5105337693,"ARROW SIGN CO",46TH,AV,OAKLAND,CA,94601,,,"New projecting blade sign with exterior lighting",
#200707278028,3,2007/07/27,2008/10/01,ISSUED,9,2009/10/01,200000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1588,16,654,,46TH,AV,,,"JOHN C.",POLLARD,4158260606,"5-12 CONST. INC DBA SF GARAGE",OTIS,ST,"SAN FRANCISCO",CA,94103-0000,,,"GROUND FLOOR REAR ADDITION UNDER EXISTING 1ST FLOOR BUILDING PORTION  GROUND FLOOR INTERIOR REMODEL TO ADD HABITABLE SPACE AND INTERIOR REMODEL AT 1ST FLOOR",
#200708270956,3,2007/08/27,2008/10/31,ISSUED,9,2009/10/31,40000,60000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2200,5,734,,RIVERA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"2 STORY HORIZONTAL ADDITION AT NORTH WEST CORNER OF EXISTING BLDG ADD ONE MORE GARAGE AT GROUND FLOOR  A MASTER BEDROOM WITH OFFICE BATH AND CLOSET 2ND FLOOR",
#200709213293,3,2007/09/21,2008/10/31,ISSUED,9,2009/02/28,2000,2000,APARTMENTS,4,APARTMENTS,3,1752,9,1287,,03RD,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Combine ex. unit 1287A and 1287B on the 3rd floor level into one unit (unit 1287). This will reduce the number of units in this bldg from 4 to 3. The ex. kitchen in unit 1287A will be converted into Study rm. and laundry rm. COMPLAINT NOV 200557388.",
#200709213293,3,2007/09/21,2008/10/31,ISSUED,9,2009/02/28,2000,2000,APARTMENTS,4,APARTMENTS,3,1752,9,1291,,03RD,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Combine ex. unit 1287A and 1287B on the 3rd floor level into one unit (unit 1287). This will reduce the number of units in this bldg from 4 to 3. The ex. kitchen in unit 1287A will be converted into Study rm. and laundry rm. COMPLAINT NOV 200557388.",
#200710054699,8,2007/10/05,2008/10/17,ISSUED,9,2009/02/17,500,500,"VACANT LOT",,"VACANT LOT",,7203,14,307,,SLOAT,BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO COMPLY WITH COMPLAINT 200723352. LEGALIZE 8 FT HIGH CHAIN LINK FENCE AROUND EMPTY LOT.",
#200710125250,3,2007/10/12,2008/10/09,ISSUED,9,2009/10/09,60000,106000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,660,13,53,,WILMOT,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Revision to Appl. #2005.11.10.7879. Add 3rd floor to proposes 2 story house. Work to include master bedroom and bath.",
#200710125286,3,2007/10/12,2008/10/21,ISSUED,9,2010/10/21,725000,900000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,120,27,936,,GREEN,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"RENOVATION TO EXISTING SINGLE FAMILY RESIDENCE. CONSTRUCT A HORIZONTAL EXTENSION AT UPPER LEVEL TO CREATE MASTER BATHROOM & EXTERIOR DECK. CONSTRUCT A ""LIVING GRASS ROOF"" FOR ENVIRONMENTAL SUSTANABILITY PURPOSES. TO COMPLY NOV#200701044 TO REMOVE ILLEGAL SECOND UNIT.",
#200710175697,3,2007/10/17,2008/10/02,ISSUED,9,2010/10/02,450000,450000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1647,9,757,,04TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Site Permit. Verticle and horizontal addition to existing single family residence. Also  interior remodel.",
#200710185765,3,2007/10/18,2008/10/29,ISSUED,9,2009/10/29,100000,200000,APARTMENTS,5,APARTMENTS,5,149,018A,1610,,TAYLOR,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"remodel existing 4 story type 5 R-1 BLDG. INTERIOR REMODEL OF 4TH FLOOR UNIT ADD WINDOWS ON STAIR LANDINGS NEW SKYLIGHTS(2) ON NEW 1 HOUR ROOF  STRUCTURAL WORK FOR NEW ROOF FRAMING AND REVISE STAIR TO NEW ROOF LEVEL.",
#200710185822,3,2007/10/18,2008/10/31,ISSUED,9,2009/02/28,1000,2000,"PRKNG GARAGE/PRIVATE",0,"PRKNG GARAGE/PRIVATE",0,6916,10,456,,URBANO,DR,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"legalize horz extension to existing garage. REMOVE PORTION EXTENDING BEYOND (E) GARAGE SIDE WALL. TO COMPLY W/ NOV 200668340.",
#200710246336,3,2007/10/24,2008/10/29,ISSUED,9,2010/10/29,350000,685000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1552,27,594,,10TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"PROVIDE SPRINKLER  REMODEL BATHRMS  KITCHEN  UPGRADE STRUCTURE  REBUILD DRIVEWAY  DECK AT REAR YARD VARIANCE  CONNECT ATTIC TO HABITABLE SPACE  2ND FL EGRESS & FIRE ESCAPE  UPGRADE ELECT  PLUMB  HEATING  REPLACE/REPAIR FRONT/REAR PORTCH/STAIR AS REQUIRED.",
#200710306825,2,2007/10/30,2008/10/02,ISSUED,9,2012/07/02,5000000,5000000,,,APARTMENTS,21,1101,22,2139,,OFARRELL,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT A NEW 21 AFFORDABLE HOUSING WITH 3 STORY AND 1 BASEMENT  BUILDING.",
#200711017094,3,2007/11/01,2008/10/02,ISSUED,9,2009/10/02,220000,220000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2621,50,3794,,16TH,ST,,,MICHAEL,PLOTITSA,4156214571,"STRUCTURA GENERAL CONTRACTOR INC.",MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"ON ROOF: NEW 351 SQ FT  FLOOR INCLUDES FAMILY ROOM  ROOF DECK  & SPIRAL STAIR.  REMODEL KITCHEN & BATHROOM W/(N) CABINETS  LIGHTING  PLUMBING FIXTURES - UPGRADE ELECTRICAL PANEL. 5/1/08  REVISED SITE PLANS AND CHANGED TO FULL PERMIT -EXTERIOR CHANGES",
#200711017094,3,2007/11/01,2008/10/02,ISSUED,9,2009/10/02,220000,220000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2621,50,3796,,16TH,ST,,,MICHAEL,PLOTITSA,4156214571,"STRUCTURA GENERAL CONTRACTOR INC.",MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"ON ROOF: NEW 351 SQ FT  FLOOR INCLUDES FAMILY ROOM  ROOF DECK  & SPIRAL STAIR.  REMODEL KITCHEN & BATHROOM W/(N) CABINETS  LIGHTING  PLUMBING FIXTURES - UPGRADE ELECTRICAL PANEL. 5/1/08  REVISED SITE PLANS AND CHANGED TO FULL PERMIT -EXTERIOR CHANGES",
#200711087721,3,2007/11/08,2008/10/17,ISSUED,9,2011/04/17,1800000,1800000,"TOURIST HOTEL/MOTEL",391,"TOURIST HOTEL/MOTEL",391,3701,60,50,,08TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REMOVE EXIST WALL & FLOOR TILES AND REPLACEMENT NEW TILES IN ALL GUEST BATHROOMS. CONVERT 8 GUEST BATHROOMS FOR COMPLIANCE WITH T-24 ACCESSIBLE ROOMS TO A TOTAL OF 12 ACCESSABLE ROOMS. RELOCATE SPRINKLERS & SMOKE DETECTORS UNDER SEPERATE PERMIT.",
#200711137955,3,2007/11/13,2008/10/14,ISSUED,9,2009/10/14,64000,64000,APARTMENTS,4,APARTMENTS,4,2623,030A,4136,,17TH,ST,0,,"SIMON   H  G",SPARK,4155030055,"SPARK CONSTRUCTION",LILY,ST,"SAN FRANCISCO",CA,94102-0000,,,"Two story rear yard addition of utility porches on a 4 unit residential building with an spiral stair to the ground.  Including plumbing  electrical and new lighting.  The space will be used for laundry  storage and mechanical and not conditioned.",
#200711137955,3,2007/11/13,2008/10/14,ISSUED,9,2009/10/14,64000,64000,APARTMENTS,4,APARTMENTS,4,2623,030A,4138,,17TH,ST,0,,"SIMON   H  G",SPARK,4155030055,"SPARK CONSTRUCTION",LILY,ST,"SAN FRANCISCO",CA,94102-0000,,,"Two story rear yard addition of utility porches on a 4 unit residential building with an spiral stair to the ground.  Including plumbing  electrical and new lighting.  The space will be used for laundry  storage and mechanical and not conditioned.",
#200711299274,3,2007/11/29,2008/10/29,ISSUED,9,2009/10/29,50000,50000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,776,16,1531,,"GOLDEN GATE",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"Construct new garage and garage door. New curb cut & sidewalk encroachment. Construct new stair between garage and first floor. Certificate of appropriateness  #2007.0005A.",
#200712059651,3,2007/12/05,2008/10/20,ISSUED,9,2009/04/20,7800,8800,OFFICE,,"MASSAGE PARLOR",,1089,32,3017,,GEARY,BL,,,WALTER,WONG,4158610763,"W. WONG CONSTRUCTION",13TH,ST,"SAN FRANCISCO",CA,94103-0000,,,"new accupuncture and massage clinic at existing 2nd floor",
#200712100015,3,2007/12/10,2008/10/17,ISSUED,9,2009/02/17,5000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1199,21,442,,LYON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDITION OF A WOOD REAR DECK. EXTENSION TOTALLING 88 SF PLUS ACCESS STAIR. BID-200717116.",
#200712120289,3,2007/12/12,2008/10/17,ISSUED,9,2009/10/17,100000,249000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1306,7,90,,"SEA CLIFF",AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL ADDTION 660 SQ FT + 27 SQ FT OF LIGHTWELL TO CREATE FAMILY ROOM. EXTERIOR MODIFICATION TO REAR OF BLDG",
#200712180742,3,2007/12/18,2008/10/07,ISSUED,9,2009/10/07,100000,100000,APARTMENTS,16,APARTMENTS,16,4106,27,900,,MINNESOTA,ST,,,"GERALD W.","DA VOLT",9252431285,"CMA FIRE PROTECTION DBA RLH FIRE PROTECT",RESEARCH,DR,LIVERMORE,CA,94551-0000,,,"INSTALLATION OF NEW COMPLETE FIRE SPRINKLER SYSTEM  TOTAL 160 SPRINKLER HEADS.",
#200712180748,3,2007/12/18,2008/10/07,ISSUED,9,2009/10/07,100000,100000,APARTMENTS,19,APARTMENTS,19,4106,27,851,,INDIANA,ST,,,"GERALD W.","DA VOLT",9252431285,"CMA FIRE PROTECTION DBA RLH FIRE PROTECT",RESEARCH,DR,LIVERMORE,CA,94551-0000,,,"INSTALLATION OF NEW COMPLETE FIRE SPRINKLER SYSTEM. TOTAL 280 SPRINKLER HEADS. (CHANGE OF USE OCCUPANCY #200702164399).",
#200712180752,3,2007/12/18,2008/10/07,ISSUED,9,2009/10/07,200000,200000,APARTMENTS,7,APARTMENTS,7,4106,27,800,,MINNESOTA,ST,,,"GERALD W.","DA VOLT",9252431285,"CMA FIRE PROTECTION DBA RLH FIRE PROTECT",RESEARCH,DR,LIVERMORE,CA,94551-0000,,,"INSTALLATION OF NEW COMPLETE FIRE SERVICE  PUMP  & SPRINKLERS. SPRINKLER UNDERGROUND. TOTAL 1841 SPRINKLER HEADS.",
#200712180755,3,2007/12/18,2008/10/07,ISSUED,9,2009/10/07,50000,50000,APARTMENTS,15,APARTMENTS,15,4106,27,868,,MINNESOTA,ST,,,"GERALD W.","DA VOLT",9252431285,"CMA FIRE PROTECTION DBA RLH FIRE PROTECT",RESEARCH,DR,LIVERMORE,CA,94551-0000,,,"INSTALLATION OF NEW COMPLETE FIRE SPRINKLER SYSTEM  TOTAL 260 SPRINKLER HEADS.",
#200712180761,3,2007/12/18,2008/10/07,ISSUED,9,2009/10/07,50000,50000,APARTMENTS,15,APARTMENTS,15,4106,27,910,,MINNESOTA,ST,,,"GERALD W.","DA VOLT",9252431285,"CMA FIRE PROTECTION DBA RLH FIRE PROTECT",RESEARCH,DR,LIVERMORE,CA,94551-0000,,,"INSTALLATION OF NEW COMPLETE FIRE SPRINKLER SYSTEM  TOTAL 260 SPRINKLER HEADS.",
