"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#201007217126,3,2010/07/21,2015/06/29,ISSUED,9,2016/06/29,50000,300000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,8,Y,3,4,2,,18,1572,17,606,,30TH,AV,,,KALUNG,TUNG,4152720957,"BAY AREA BUILDERS",606,30TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"VERTICAL ADDITION. ADD A MASTER BEDROOM WITH FULL BATH  WALK-IN CLOSET & SITTING AREA ON TOP OF (E) 3 STORY BUILDING. ENCLOSE (E) EXTERIOR NON-CONFORMING STAIRS & ADD (N) REAR DECKS &  "
#201007217126,3,2010/07/21,2015/06/29,ISSUED,9,2016/06/29,50000,300000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,8,Y,3,4,2,,18,1572,17,608,,30TH,AV,,,KALUNG,TUNG,4152720957,"BAY AREA BUILDERS",606,30TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"VERTICAL ADDITION. ADD A MASTER BEDROOM WITH FULL BATH  WALK-IN CLOSET & SITTING AREA ON TOP OF (E) 3 STORY BUILDING. ENCLOSE (E) EXTERIOR NON-CONFORMING STAIRS & ADD (N) REAR DECKS &  "
#201008199184,3,2010/08/19,2015/06/19,ISSUED,9,2016/06/19,100000,216000,"RETAIL SALES",2,"FOOD/BEVERAGE HNDLNG",2,8,,2,2,2,,6,6048,2,2726,,"SAN BRUNO",AV,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HANDICAP DOOR & STORE FRONT RELOCATION REMODEL RETAIL STORE ON GROUND FLOOR TO RESTAURANT. INTERIOR REMODELING. NO STRUCTURAL WORK. NOTE:  THIS IS A CHANGE OF USE FROM B to A occupancy based on initial occupant load assessment. (JFD)  CHANGE OF OCCUPANCY FROM M/R-3 TO B/R-3 (BLDG/ROMAIDIS)"
#201010052342,1,2010/10/05,2015/06/01,ISSUED,9,2021/06/01,15000000,20500000,,,APARTMENTS,84,2,,,7,1,,39,3553,8,490,,"SOUTH VAN NESS",AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO ERECT 7 STORIES  1 BASEMENT WITH 84 UNITS RESIDENTIAL & PARKING."
#201109124387,6,2011/09/12,2015/06/12,ISSUED,9,2015/10/12,1500,10000,"STORAGE SHED",0,,,0,,1,,2,,0,807,23,537,,GROVE,ST,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",160,"S. LINDEN AVE.  STE 100",ST,"SO. SAN FRANCISCO",CA,94080-0000,,,"TO DEMOLISH 1 STORY  WORKSHOP / GARAGE BUILDING."
#201203287066,3,2012/03/28,2015/06/15,ISSUED,9,2017/06/15,800000,800000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,4,4,3,,15,971,003B,3424,,JACKSON,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL(E)4-STORY SINGLE FAMILY RES  INCL HORIZONTAL EXPANSION ALL FLOORS IN VARIOUS AREAS (N)REAR DECK ON 2ND FL & CONVERSION OF(E) REAR FLAT ROOF INTO TERRACE ON 4TH FL. RELOCATE DRIVEWAY & GARAGE @ ST LEVEL. REAR EXPANSION PROPOSED @ GROUND  2ND & 3RD FLS & OVER (E) FLAT ROOF @ FRONT ON 4TH FL"
#201204208804,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,12000,"1 FAMILY DWELLING",1,,,0,,2,,2,,0,694,009A,1062,,GEARY,ST,,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"TO DEMOLISH 2 STORY RESIDENTIAL & AUTO REPAIR BUILDING."
#201204208807,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,"RETAIL SALES",,,,0,,2,,2,,0,694,5,1020,,GEARY,ST,,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"TO DEMOLISH 2 STORY RETAIL BUILDING."
#201204208808,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,OFFICE,4,,,0,,2,,2,,0,694,9,1054,,GEARY,ST,0,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"DEMOLISH 2 STORY OFFICE & APARTMENT BUILDING."
#201204208808,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,OFFICE,4,,,0,,2,,2,,0,694,9,1056,,GEARY,ST,,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"DEMOLISH 2 STORY OFFICE & APARTMENT BUILDING."
#201204208808,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,OFFICE,4,,,0,,2,,2,,0,694,9,1058,,GEARY,ST,,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"DEMOLISH 2 STORY OFFICE & APARTMENT BUILDING."
#201204208808,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,OFFICE,4,,,0,,2,,2,,0,694,9,1060,,GEARY,ST,0,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"DEMOLISH 2 STORY OFFICE & APARTMENT BUILDING."
#201204208809,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,OFFICE,,,,0,,2,,2,,0,694,7,1034,,GEARY,ST,,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"DEMOLISH 2 STORY OFFICE BUILDING."
#201204208809,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,OFFICE,,,,0,,2,,2,,0,694,7,1036,,GEARY,ST,0,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"DEMOLISH 2 STORY OFFICE BUILDING."
#201204208810,6,2012/04/20,2015/06/11,ISSUED,9,2015/12/11,15000,100000,"RETAIL SALES",,,,2,,2,,2,,7,694,10,1100,,"VAN NESS",AV,,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"TO DEMOLISH 2 STORY RETAIL BUILDING."
#201204208811,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,30000,OFFICE,,,,2,,3,,3,,7,694,8,1040,,GEARY,ST,,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"TO DEMOLISH 2 STORY OFFICE & CLINIC BUILDING."
#201204208812,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,APARTMENTS,,,,2,,3,,3,,7,694,6,1028,,GEARY,ST,,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"TO DEMOLISH 2 STORY RESIDENTIAL & BAR BUILDING."
#201204208812,6,2012/04/20,2015/06/11,ISSUED,9,2015/10/11,5000,10000,APARTMENTS,,,,2,,3,,3,,7,694,6,1030,,GEARY,ST,0,,SCOTT,MORRISON,4158509511,"CHARLES PANKOW BUILDERS LTD",221,MAIN,ST,"SAN FRANCISCO",CA,94105-0000,,,"TO DEMOLISH 2 STORY RESIDENTIAL & BAR BUILDING."
#201206223267,3,2012/06/22,2015/06/16,ISSUED,9,2017/06/16,400000,2200000,APARTMENTS,12,APARTMENTS,12,2,Y,5,5,3,,31,979,33,2355,,SCOTT,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"INTERIOR MODIFICATIONS TO (E) 12 UNITS. ADDITION OF SUBTERRANEAN PARKING GARAGE. CONVERSION OF (E) GARAGE AREA TO RESIDENTIAL USAGE. 4'-6"" HORIZONTAL ADDITION AT FRONT BUILDING ELEVATION. 3'-0"" HIGH ROOF MONITOR ADDITION ALONG FRONT BUILDING ELEVATION."
#201302281136,2,2013/02/28,2015/06/04,ISSUED,9,2017/06/04,400000,890000,,,"1 FAMILY DWELLING",1,2,,,3,0,,11,7295,31,477,,EUCALYPTUS,DR,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO ERECT 3 STORIES  TYPE 5-B  SINGLE FAMILY DWELLING."
#201304124453,3,2013/04/12,2015/06/30,ISSUED,9,2016/06/30,250000,250000,"RADIO & TV STATIONS",,"RADIO & TV STATIONS",,2,,3,3,3,,24,2724,3,1,,"LA AVANZADA",*,,,"BEST ENDEAVOURS",,3017489500,"BEST ENDEAVOURS",,"P.O.BOX 4472",,"INCLINE VILLAGE",NV,89450-0000,,,"SITE IMPROVEMENTS INCLUDING: NEW RETAINING WALL  DRAINAGE  PAVING & DRIVEWAY REPAIR. INSTALLATION OF 1 AT-GRADE DISH ANTENNA."
#201305217455,6,2013/05/21,2015/06/25,ISSUED,9,2015/12/25,10000,10000,OFFICE,,,,0,,1,,1,,0,843,16,690,,PAGE,ST,,,"JOSEPH PATRICK CASSIDY",,4155033100,"GRANITE EXCAVATION & DEMOLITION INC",160,"S. LINDEN AVE.  STE 100",ST,"SO. SAN FRANCISCO",CA,94080-0000,,,"TO DEMOLISH 1 STORY OF OFFICES  MEETING ROOMS"
#201305217457,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,680,,PAGE,ST,,,JIMMY,YU,4155591567,"J Y ELECTRICAL CONSTRUCTION CO INC",1603,INDIANA,ST,"SAN FRANCISCO",CA,94124-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING. 690 PAGE ST AKA  680  682  684  PAGE STREET."
#201305217457,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,682,,PAGE,ST,,,JIMMY,YU,4155591567,"J Y ELECTRICAL CONSTRUCTION CO INC",1603,INDIANA,ST,"SAN FRANCISCO",CA,94124-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING. 690 PAGE ST AKA  680  682  684  PAGE STREET."
#201305217457,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,684,,PAGE,ST,,,JIMMY,YU,4155591567,"J Y ELECTRICAL CONSTRUCTION CO INC",1603,INDIANA,ST,"SAN FRANCISCO",CA,94124-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING. 690 PAGE ST AKA  680  682  684  PAGE STREET."
#201305217462,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,686,,PAGE,ST,,,TONY,LEE,4156406474,"HING WAH CONSTRUCTION INC",1315,GENEVA,AV,"SAN FRANCISCO",CA,94112-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING.690 PAGE STREET AKA 686  688 AND 690 PAGE STREET"
#201305217462,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,688,,PAGE,ST,,,TONY,LEE,4156406474,"HING WAH CONSTRUCTION INC",1315,GENEVA,AV,"SAN FRANCISCO",CA,94112-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING.690 PAGE STREET AKA 686  688 AND 690 PAGE STREET"
#201305217462,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,690,,PAGE,ST,,,TONY,LEE,4156406474,"HING WAH CONSTRUCTION INC",1315,GENEVA,AV,"SAN FRANCISCO",CA,94112-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING.690 PAGE STREET AKA 686  688 AND 690 PAGE STREET"
#201305217463,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,692,,PAGE,ST,,,TONY,LEE,4156406474,"HING WAH CONSTRUCTION INC",1315,GENEVA,AV,"SAN FRANCISCO",CA,94112-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING. 690 PAGE STREET AKA 692  694  AND 696 PAGE STREET"
#201305217463,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,694,,PAGE,ST,,,TONY,LEE,4156406474,"HING WAH CONSTRUCTION INC",1315,GENEVA,AV,"SAN FRANCISCO",CA,94112-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING. 690 PAGE STREET AKA 692  694  AND 696 PAGE STREET"
#201305217463,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,14,843,16,696,,PAGE,ST,,,TONY,LEE,4156406474,"HING WAH CONSTRUCTION INC",1315,GENEVA,AV,"SAN FRANCISCO",CA,94112-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING. 690 PAGE STREET AKA 692  694  AND 696 PAGE STREET"
#201305217464,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,13,843,16,698,,PAGE,ST,1,,JIMMY,YU,4155591567,"J Y ELECTRICAL CONSTRUCTION CO INC",1603,INDIANA,ST,"SAN FRANCISCO",CA,94124-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING.690 PAGE STREET AKA 698 PAGE STREET UNITS #1  #2 AND UNIT #3"
#201305217464,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,13,843,16,698,,PAGE,ST,2,,JIMMY,YU,4155591567,"J Y ELECTRICAL CONSTRUCTION CO INC",1603,INDIANA,ST,"SAN FRANCISCO",CA,94124-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING.690 PAGE STREET AKA 698 PAGE STREET UNITS #1  #2 AND UNIT #3"
#201305217464,2,2013/05/21,2015/06/25,ISSUED,9,2017/06/25,650000,945000,,,APARTMENTS,3,2,,,4,1,,13,843,16,698,,PAGE,ST,3,,JIMMY,YU,4155591567,"J Y ELECTRICAL CONSTRUCTION CO INC",1603,INDIANA,ST,"SAN FRANCISCO",CA,94124-0000,,,"ERECT 4-STORY  TYPE 5  0 BASEMENT  3 DWELLING UNITS BUILDING.690 PAGE STREET AKA 698 PAGE STREET UNITS #1  #2 AND UNIT #3"
#201305298042,3,2013/05/29,2015/06/16,ISSUED,9,2017/06/16,255000,650000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,2,,16,2722,2,150,,GLENBROOK,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"RENOVATION & HORIZONTAL ADDITION TO (E) SINGLE FAMILY DWELLING TO INCLUDE: BASEMENT: INTERIOR REMODEL  NEW FOUNDATION FOR ADDITION ABOVE. 1ST  2ND & 3RD FLOOR: INTERIOR REMODEL  ADDITION @ SIDE / REAR. NEW GREEN LIVING ROOF. NON OCCUPIED. NEW WINDOWS / DOORS  INTERIOR & EXTERIOR FINISHES."
#201306129341,2,2013/06/12,2015/06/18,ISSUED,9,2017/06/18,867000,1620000,,,"2 FAMILY DWELLING",2,2,,,5,0,,33,4040,25,333,,PENNSYLVANIA,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ERECT NEW 4-STORY TYPE 5 2-FAMILY RESIDENTIAL BUILDING"
#201306179731,3,2013/06/17,2015/06/17,ISSUED,9,2015/12/17,20000,140000,APARTMENTS,12,APARTMENTS,12,2,,3,3,3,Y,6,277,21,1243,,PINE,ST,,,"VICTOR CHEN",,5105062288,"VICTORY CONSTRUCTION CO",3653,"RHODA AVE",,OAKLAND,CA,94602-0000,,,"SOFT STORY STRUCTURAL UPGRADE PER AB-094."
#201307292931,3,2013/07/29,2015/06/22,ISSUED,9,2016/06/22,52000,52000,"2 FAMILY DWELLING",2,APARTMENTS,3,2,,3,3,2,,2,3625,011A,3930,,23RD,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL STORAGE AREA BEHIND GARAGE TO NEW  STUDIO APARTMENT. ADD TUB/ SHOWER AT EXTG 1/2 BATH."
#201307292931,3,2013/07/29,2015/06/22,ISSUED,9,2016/06/22,52000,52000,"2 FAMILY DWELLING",2,APARTMENTS,3,2,,3,3,2,,2,3625,011A,3932,,23RD,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL STORAGE AREA BEHIND GARAGE TO NEW  STUDIO APARTMENT. ADD TUB/ SHOWER AT EXTG 1/2 BATH."
#201308134239,3,2013/08/13,2015/06/19,ISSUED,9,2016/06/19,10000,50000,OFFICE,,OFFICE,,2,,7,7,7,,9,236,6,222,,FRONT,ST,,,"L.D. STROBEL CO LTD",,9256863241,"L.D. STROBEL CO LTD",1022,"SHARY CIRCLE",,CONCORD,CA,94522-0000,,,"REMOVE AND REAPLCE 2 EXISTING VERIZON WIRELESS PANEL ANTENNAS FOR 2 NEW PANEL ANTENNA. INSTALL 2 NEW SURGE PROTECTORS  1 NEW HYBRID CABLES  2 RRH UNITS AND 1 RET CABLE AND REMOVE 1 UNUSED RUN OF COAX."
#201309066200,3,2013/09/06,2015/06/05,ISSUED,9,2017/06/05,450000,826475,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,3,3,2,,11,1268,2,805,,CLAYTON,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"RAISE BUILDING TO ADD GARAGE. CLAIM/CONDITION BEHIND NEW GARAGE @ 1ST LEVEL - UNIT 1. CREATE NEW BASEMENT LEVEL = UNIT 1. 2ND & 3RD STORIES = UNIT 2. ADD ROOF DECK FOR UNIT 2. UNIT 1 WILL BE 1 KITCHEN  1 DINING  1 LIVING  1.5 BATHS  1 LAUNDRY  2 BEDRMS. UNIT 2 WILL BE: 1 KITCHEN  1 DINING  1 FAMILY "
#201309066200,3,2013/09/06,2015/06/05,ISSUED,9,2017/06/05,450000,826475,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,3,3,2,,11,1268,2,807,,CLAYTON,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"RAISE BUILDING TO ADD GARAGE. CLAIM/CONDITION BEHIND NEW GARAGE @ 1ST LEVEL - UNIT 1. CREATE NEW BASEMENT LEVEL = UNIT 1. 2ND & 3RD STORIES = UNIT 2. ADD ROOF DECK FOR UNIT 2. UNIT 1 WILL BE 1 KITCHEN  1 DINING  1 LIVING  1.5 BATHS  1 LAUNDRY  2 BEDRMS. UNIT 2 WILL BE: 1 KITCHEN  1 DINING  1 FAMILY "
#201309126618,3,2013/09/12,2015/06/29,ISSUED,9,2017/06/29,10000,760000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,Y,2,3,1,,9,1628,28,618,,17TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REAR HORIZONTAL & VERTICAL ADDITION  ADDITIONAL UNIT  ADDITION BATHROOMS & BEDROOMS."
#201310300621,3,2013/10/30,2015/06/08,ISSUED,9,2015/12/08,18000,18000,HOSPITAL,,HOSPITAL,,2,,1,1,0,,10,1313,23,4150,,CLEMENT,ST,,,CHAD,MATHISEN,7074709054,"SLC INC",871,COTTING,CT,VACAVILLE,CA,95688-0000,,,"REPLACE 2 EXISTING VERIZON PANEL ANTENNAS  1 IN EACH SECTOR  WITH 2 NEW SIMILAR ANTENNAS ADD 2 NEW RRH UNITS & 2 NEW RAYCAPS. ADD HYBRID & RET CABLE. MAHER ORDINANCE #155-13 NOT APPLICABLE."
#201310310819,3,2013/10/31,2015/06/25,ISSUED,9,2015/12/25,18000,18000,OFFICE,0,OFFICE,0,2,,3,3,4,,11,4991,86,150,,"EXECUTIVE PARK",BL,,,"DAREN S.",DUNCAN,9163150500,"QUALITY TELECOM CONSULTANTS",,"PO BOX 807",,LOOMIS,CA,95650-0000,,,"REPLACE 4 (of 12) existing ANTENNAS W/ (N) ANTENNAS. Add screen wall for Gamma Antenna Sector"
#201311061261,3,2013/11/06,2015/06/08,ISSUED,9,2017/12/08,1700000,1780000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,4,4,1,,31,982,38,3009,,JACKSON,ST,2,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL (E) 2 UNIT BUILDING WITHIN THE (E) ENVELOPE OF BUILDING. THE BUILDING WILL BE FULLY SPRINKLERED. VERTICAL EXTENSION OF 3'-1""."
