"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#200309296021,3,2003/09/29,2005/08/05,ISSUED,9,2006/08/05,80000,97000,APARTMENTS,12,APARTMENTS,12,669,7,1122,,SUTTER,ST,,,DANIEL,CAPPELLETTI,4156218191,"D CAPPELLETTI & SONS INC",SHOTWELL,ST,"SAN FRANCISCO",CA,94110,,,"U.M.B. SEISMIC RETROFIT.",
#200309306137,3,2003/09/30,2005/08/22,ISSUED,9,2006/08/22,200000,200000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,576,22,1751,,BROADWAY,*,,,TIM,BAKER,4159277793,"T BAKER CONSTRUCTION INC.",HOLLY,AV,LARKSPUR,CA,94939-0000,"WAGSTAFF LINSTEADT ARCHITECTS",4153832160,"ADDITION @ BACK OF (E) BLDG.  (N) DECK ABOVE RENOVATION OF INTERIOR PER PLANS  EXTEND FAMILY ROOM",
#200309306137,3,2003/09/30,2005/08/22,ISSUED,9,2006/08/22,200000,200000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,576,22,1753,,BROADWAY,*,,,TIM,BAKER,4159277793,"T BAKER CONSTRUCTION INC.",HOLLY,AV,LARKSPUR,CA,94939-0000,"WAGSTAFF LINSTEADT ARCHITECTS",4153832160,"ADDITION @ BACK OF (E) BLDG.  (N) DECK ABOVE RENOVATION OF INTERIOR PER PLANS  EXTEND FAMILY ROOM",
#200311059421,6,2003/11/05,2005/08/08,ISSUED,9,,,,"PRKNG GARAGE/PRIVATE",0,,,5541,14,1785,,ALABAMA,ST,,,JOSEPH,POOLE,,"JOSEPH POOLE CONSTRUCTION",31ST,AV,"SAN FRANCISCO",CA,94116-0000,"DAVID GILL",5105401033,"TO DEMOLISH A GARAGE",
#200311059421,6,2003/11/05,2005/08/08,ISSUED,9,,,,"PRKNG GARAGE/PRIVATE",0,,,5541,14,1787,,ALABAMA,ST,,,JOSEPH,POOLE,,"JOSEPH POOLE CONSTRUCTION",31ST,AV,"SAN FRANCISCO",CA,94116-0000,"DAVID GILL",5105401033,"TO DEMOLISH A GARAGE",
#200311059422,2,2003/11/05,2005/08/08,ISSUED,9,2006/08/08,45000,45000,,,"PRKNG GARAGE/PRIVATE",0,5541,14,1785,,ALABAMA,ST,,,JOSEPH,POOLE,,"JOSEPH POOLE CONSTRUCTION",31ST,AV,"SAN FRANCISCO",CA,94116-0000,"DAVID GILL",5401033,"ERECT A PRIVATE PARKING GARAGE",
#200311059422,2,2003/11/05,2005/08/08,ISSUED,9,2006/08/08,45000,45000,,,"PRKNG GARAGE/PRIVATE",0,5541,14,1787,,ALABAMA,ST,,,JOSEPH,POOLE,,"JOSEPH POOLE CONSTRUCTION",31ST,AV,"SAN FRANCISCO",CA,94116-0000,"DAVID GILL",5401033,"ERECT A PRIVATE PARKING GARAGE",
#200311069570,3,2003/11/06,2005/08/02,ISSUED,9,2007/08/02,200000,322000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,6987,46,807,,HOLLOWAY,AV,,,"WAN HUA WANG DAHE",LI,4158239812,"ZOOEY CONSTRUCTION CO",30TH,AV,"SAN FRANCISCO",CA,94116-0000,,,"ADD & CONVERT (E) HOUSE TO 2 UNIT RESIDENCE ON 1ST FLOOR: FAMILY RM  BEDRM  ENTERTAINMENT RM CONNECT",
#200311079752,3,2003/11/07,2005/08/18,ISSUED,9,,,2400000,LIBRARY,0,LIBRARY,0,6539,34,451,,JERSEY,ST,,,,,,,,,,,,"CAREY  & CO",,"UMB SEISMIC UPGRADE ADA IMPROVEMENTS  INTERIOR REMODEL  RESTORATION OF HISTORIC FABRIC MINOR",
#200311190549,6,2003/11/19,2005/08/01,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6178,47,477,,HARKNESS,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JULIA LIU",4153488145,"DEMOLISH A TWO STORY SINGLE FAMILY DWELLING",
#200311190551,2,2003/11/19,2005/08/01,ISSUED,9,2007/08/01,150000,380000,,,"1 FAMILY DWELLING",1,6178,47,477,,HARKNESS,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JULIA LIU",4153488145,"ERECT A TWO STORY SINGLE FAMILY DWELLING",
#200311190552,2,2003/11/19,2005/08/01,ISSUED,9,2007/08/01,150000,400000,,,"1 FAMILY DWELLING",1,6178,047B,483,,HARKNESS,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"JULIA LIU",4153488145,"ERECT A TWO STORY SINGLE FAMILY DWELLING",
#200401023274,3,2004/01/02,2005/08/23,ISSUED,9,2006/08/23,72150,72150,"RETAIL SALES",2,"RETAIL SALES",2,6506,29,4185,,24TH,ST,,,"DAVID M KRUEGER  JACKIE BENSON",,4158635846,"KRUEGER BROS BUILDERS INC"," ALABAMA",ST,"SAN FRANCISCO",CA,94110,,,"SITE PERMIT FOR CHANGE IN USE FROM STORAGE TO ARTIST STUDIO/GALLERY AND HORIZONTAL ADDITION",
#200401023274,3,2004/01/02,2005/08/23,ISSUED,9,2006/08/23,72150,72150,"RETAIL SALES",2,"RETAIL SALES",2,6506,29,4187,,24TH,ST,,,"DAVID M KRUEGER  JACKIE BENSON",,4158635846,"KRUEGER BROS BUILDERS INC"," ALABAMA",ST,"SAN FRANCISCO",CA,94110,,,"SITE PERMIT FOR CHANGE IN USE FROM STORAGE TO ARTIST STUDIO/GALLERY AND HORIZONTAL ADDITION",
#200401234703,3,2004/01/23,2005/08/05,ISSUED,9,2006/02/05,22000,22000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2817,31,444,,PACHECO,ST,,,,,,,,,,,,"JOSEPH MOORE",6484746,"NEW 2ND STORY DECK OVER (E) 1ST FLOOR DECK. REPLACE 2ND STORY WINDOW WITH FRENCH DOOR TO DECK.",
#200402035401,3,2004/02/03,2005/08/23,ISSUED,9,2007/08/23,700000,700000,APARTMENTS,7,APARTMENTS,5,578,5,2405,,OCTAVIA,ST,0,,,,,,,,,,,ARS,4153338080,"ADD NEW GARAGE REMODEL OF (E) UNITS  CREATION OF NEW 2 STORY UNITS",
#200402176527,3,2004/02/17,2005/08/23,ISSUED,9,2006/02/23,7000,7000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2750,32,317,,EUREKA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"EXPAND EXISTING ATTIC ROOF LINE TO PROPERTY LINE (12 SQ FT) NEW BATHROOM IN EXPANDED SPACE",
#200402186649,3,2004/02/18,2005/08/03,ISSUED,9,2006/08/03,100000,150000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1483,2,454,,"POINT LOBOS",AV,,,,,,,,,,,,"ZONE DESIGN",4158924311,"3RD STORY ADDITION W/2ND STORIES INTERIOR RENOVATION",
#200402196746,3,2004/02/19,2005/08/03,ISSUED,9,2006/08/03,130000,180000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1284,4,1219,,COLE,ST,,,"MIKE CAHALAN",,4153862628,"MIKE CAHALAN","2028 grove st",*,"SAN FRANCISCO",CA,94117,,,"DEMO FRONT PORCH & STAIR  ADD GARAGE UNDER HOUSE  REBUILD FRONT STAIRS  REPLACE SIDEWALK",
#200403098133,3,2004/03/09,2005/08/02,ISSUED,9,2006/08/02,135000,135000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6510,29,329,,CHATTANOOGA,ST,,,,,,,,,,,,"ZACHARY NATHAN  ARCHITECT 1108-C BRYANT ST SF 9410",4157010877,"HORIZONTAL ADDITION AT 1ST FLR & 2ND FLR AT REAR YARD. REMODEL 2 BATHROOMS  AT 1ST & 2ND FLR. ADD CL",
#200403158627,3,2004/03/15,2005/08/30,ISSUED,9,2006/08/30,250000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2039,15,1775,,10TH,AV,,,"DA ZHI LIU",*,4157598889,"H D CONSTRUCTION COMPANY",26TH,AV,"SAN FRANCISCO",CA,94116-0000,"COPIA GROUP",,"ADDITION TO (E) TWO STORY BLDG. PROJECT CONSISTS OF REAR HORIZONTAL EXTENSION TO (E) 1ST & 2ND",
#200403199098,3,2004/03/19,2005/08/09,ISSUED,9,2006/08/09,40000,78000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,4335,001L,2843,,BRYANT,ST,,,,,,,,,,,,,,"HORIZONTAL ADDITION AT REAR PREVIOUSLY APPROVED UNDER 9622699S",
#200403259647,6,2004/03/25,2005/08/18,ISSUED,9,,,,"RETAIL SALES",0,,,489,5,3237,,PIERCE,ST,,,"FORD S.",SIBLEY,4153709704,"TOMBAY CONSTRUCTION",CHATHAM,RD,BURLINGAME,CA,94010-0000,,,"DEMOLISH A ONE STORY COMMERCIAL STRUCTURE (REAR BUILDING).",
#200404151355,3,2004/04/15,2005/08/18,ISSUED,9,2007/08/18,120000,893805,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1638,26,618,,07TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"STEPHEN ANTONAROS 2261 MARKET SF  CA",,"HORIZONTAL & VERTICAL ADDITION ENTIRE BUILDING TO BE SPRINKLED FACADE ALTERATIONS",
#200404151355,3,2004/04/15,2005/08/18,ISSUED,9,2007/08/18,120000,893805,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1638,26,620,,07TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"STEPHEN ANTONAROS 2261 MARKET SF  CA",,"HORIZONTAL & VERTICAL ADDITION ENTIRE BUILDING TO BE SPRINKLED FACADE ALTERATIONS",
#200405073331,2,2004/05/07,2005/08/30,ISSUED,9,2006/08/30,250000,1500000,,,APARTMENTS,3,3615,29,3189,,21ST,ST,,,,,,,,,,,,"SANTOS & URITIA",,"ERECT 6 STORIES OF 3 DWELLING UNITS  COMMERCIAL",
#200405073343,3,2004/05/07,2005/08/04,ISSUED,9,2006/08/04,191000,191000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1005,56,3004,,SACRAMENTO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"CONSTRUCT A NEW GARAGE.",
#200405144004,3,2004/05/14,2005/08/15,ISSUED,9,2006/08/15,80000,200000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,3730,55,15,,SUMNER,ST,,,,,,,,,,,,"SANTOS URRUTIA 2415 HARRISON SF  CA",,"RAISING BUILDING TO PROVIDE A GARAGE  REBUILD ENTRY STAIRS REBUILD WOOD NEAR STAIR&NEW ROOF DECK ",
#200405184212,3,2004/05/18,2005/08/17,ISSUED,9,2009/05/17,3200000,4500000,APARTMENTS,0,APARTMENTS,20,52,9,520,,CHESTNUT,ST,,,,,,,,,,,,,,"RENOVATION OF G/F & STREET FACING PORTION OF 1ST FLOOR PROVIDING A PARKING GARAGE IN BASEMENT",
#200405214484,6,2004/05/21,2005/08/17,ISSUED,9,,,,"RETAIL SALES",0,,,3573,2,3150,,18TH,ST,,,,,,,,,,,,"JAIDIN CONSULTING",4158633888,"TO DEMOLISH A 1 STORY WAREHOUSE",
#200405214485,6,2004/05/21,2005/08/17,ISSUED,9,,,,"WAREHOUSE NO FRNITUR",0,,,3573,12,470,,TREAT,AV,,,,,,,,,,,,"JAIDIN CONSULTING",4158633888,"TO DEMOLISH A 1 STORY WAREHOUSE",
#200405214509,2,2004/05/21,2005/08/01,ISSUED,9,2007/08/01,900000,1100000,,,"1 FAMILY DWELLING",1,965,5,3130,,PACIFIC,AV,,,,,,,,,,,,"BRANDEN BURGER TAYLOR",,"ERECT A THREE STORY SINGLE FAMILY DWELLING",
#200405214539,3,2004/05/21,2005/08/23,ISSUED,9,2006/08/23,150000,150000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2633,13,311,,PARNASSUS,AV,,,PATRICK,DOHERTY,4153703711,"DOHERTY CONSTRUCTION",SOUTHWOOD,DR,"SAN FRANCISCO",CA,94112-0000,,,"EXTEND 1ST FLOOR AT GARDEN AND PROVIDE KCHN IN GARDEN AREA/REMODEL 1ST FLOOR AND ADD BTHRM AND LNDRY",
#200405244651,3,2004/05/24,2005/08/08,ISSUED,9,2006/08/08,95000,95000,APARTMENTS,3,"2 FAMILY DWELLING",2,589,9,2258,,JACKSON,ST,,,EDWARD,DOLLARD,,"DOLLARD CONSTRUCTION",DARIEN,WY,"SAN FRANCISCO",CA,94127-0000,,,"REMOVE ONE DWG UNIT AND MERGE INTO OWNER'S (E) UNIT REMODEL GARAGE REMODEL KITCHEN AND ONE BATH IN",
#200405254740,2,2004/05/25,2005/08/18,ISSUED,9,2007/08/18,408541.77,408541.77,,,"1 FAMILY DWELLING",1,6561,21,4381,,26TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"MARK BRAND ARCH 425 2ND ST SF STE 601 SF",4155437300,"ERECT A THREE STORY SINGLE FAMILY DWELLING",
#200405254745,6,2004/05/25,2005/08/18,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,6561,21,4381,,26TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"MARK BRAND ARCHITECTURE-  425 -2ND ST SF 94107",4155437300,"DEMOLISH A ONE STORY SINGLE FAMILY DWELLING",
#200405254768,3,2004/05/25,2005/08/15,ISSUED,9,2006/08/15,48000,48000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1901,11,1655,,42ND,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"LINCOLN LUE ASSOC 1567 -33RD AVE SF  CA 94122",4156655623,"ADD 2 BEDROOMS 1 BATH W LIGHTWELL AT REAR.ON 2ND FL A SMALL DECK ON TOP OF ADDITION.",
#200405264895,3,2004/05/26,2005/08/29,ISSUED,9,2006/08/29,80000,95000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,864,8,55,,PIERCE,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"PHASE 2 OF 2  RECONSTRUCT (E) SUNROOM @ REAR OF BLDG.  ADD SHED DORMER TO ONE SIDE OF ROOF.",
#200405264929,2,2004/05/26,2005/08/22,ISSUED,9,2007/08/22,340000,370000,,,APARTMENTS,1,7114,8,214,,SADOWA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,"MARTINA SEPAHER 1236 TOYON DR MILLBRAE 94030",6506975413,"TO ERECT 2 STORY 1 DWELLING UNIT BUILDING",
#200406015238,3,2004/06/01,2005/08/02,ISSUED,9,2006/08/02,50000,100000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1371,31,152,,12TH,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"NEW REAR ADDITION @ 1ST  & 2ND FLOORS  & NEW WOOK DECK @ REAR. ADD PIANO ROOM & SITTING ROOM",
#200406035502,3,2004/06/03,2005/08/02,ISSUED,9,2006/08/02,150000,170000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0440A,18,330,,AVILA,ST,,,"REGAN CORNELIUS",,4155635975,"CORNELIUS REGAN CONST.",FILBERT,ST,"SAN FRANCISCO",CA,941180000,,,"THIRD FLOOR ADDITION WITH 3 BEDROOMS & 2 BATHROOMS WITH STAIR TO (E) 2ND FLOOR. 2ND MEANS OF EGRESS*",
#200406045576,3,2004/06/04,2005/08/05,ISSUED,9,2007/08/05,250000,342000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2925,19,415,,MAGELLAN,AV,,,"RICHARD BLOCK",,4154541723,"BLOCK BUILDERS INC.","COLD SPRINGS",*,PLACERVILE,CA,95667,"JEFFREY WOOD ARCH.",,"ADDITION OF NEW 2ND FLOOR TO (E) RESIDENCE. NEW CONSTRUCTION TO CONSIST OF 3 BEDROOMS  PLUS MASTER",
#200406075735,3,2004/06/07,2005/08/02,ISSUED,9,2006/02/02,10000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5676,25,339,,ELSIE,ST,,,OBR,OBR,,OBR,OBR,,OBR,CA,00000-0000,"BOB CALLOU",,"TO COMPLY WITH NOV 200345584. DORMER BUILD WITHOUT PERMIT.",
#200406075753,3,2004/06/07,2005/08/01,ISSUED,9,2006/08/01,160000,207000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,6599,28,143,,DUNCAN,ST,,,,,,,,,,,,,," ADDITION: G/F: 90SF 2/F:90 SF. 3/F 873 SF.",
#200406146277,3,2004/06/14,2005/08/30,ISSUED,9,2006/08/30,10000,114000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2968A,12,507,,TERESITA,BL,,,,,,,,,,,,"STEVEN WHITNEY 164 MARIETTA DR",,"REMOVAL OF (E) ENTRY STAIR  & RELOCATION OF ENTRY TO GRD FL. ADDITION OF NEW ENTRY ENCLOSURE. REMOVA",
#200406186769,3,2004/06/18,2005/08/18,ISSUED,9,2006/02/18,9500,12000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,7537,59,1817,,DIAMOND,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ROOM EXTENSION TO ONE STORY UNIT - PATIO COVER",
#200406247263,3,2004/06/24,2005/08/08,ISSUED,9,2006/08/08,99000,99000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2753,11,4324,,21ST,ST,,,GARY,LIU,6503409218,"CENTURY DESIGN & CONSTRUCTION"," LEE AVENUE",,"SAN FRANCISCO",CA,94112,,,"SITE PERMIT APPLN TO REPLACE KITCHEN PATIO AND TO ADD SECOND FLOOR CONTAINING NEW BEDRM BATHRM CLOSE",
#200406307735,3,2004/06/30,2005/08/05,ISSUED,9,2006/08/05,100000,180000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2135,001F,2035,,15TH,AV,,,,,,,,,,,,,,"HORIZONTALLLY EXTEND BUILDING ENVELOPEN IN THE REAR OF THE BUILDING  AT THE BASEMENT ENTRY AND **",
#200407027925,3,2004/07/02,2005/08/19,ISSUED,9,2006/02/19,15000,15000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,41,102,383,,BAY,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REVISE TO AP #200404161534 ESTABLOISH 2 SEP ASSEMBLY AREAS A-3 EACH LOCATED ON GROUND & 2ND FLOORS",
#200407068059,6,2004/07/06,2005/08/05,ISSUED,9,,,,"1 FAMILY DWELLING",1,,,1294,21,1598,,SHRADER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO DEMOLISH A 2 STORIES SINGLE FAMILY DWELLING. ( FRONT & REAR BLDG).",
#200407068065,2,2004/07/06,2005/08/05,ISSUED,9,2007/08/05,400000,515047,,,"1 FAMILY DWELLING",1,1294,21,1598,,SHRADER,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT A NEW 3 STORY SINGLE FAMILY DWELLING",
#200407158921,3,2004/07/15,2005/08/11,ISSUED,9,2006/08/11,30000,97500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5091,23,208,,LATHROP,AV,,,RAYMOND,CHAN,4156019237,"C R   CONSTRUCTION CO INC",IRVING,ST,"SAN FRANCISCO",CA,94122-0000,,,"REAR HORIZONTAL ADDITION WITH NEW BEDROOM AND DECK. (CORRECTION FOR VIOLATION#200450492)",
#200407158959,3,2004/07/15,2005/08/19,ISSUED,9,2006/08/19,50000,77138,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1889,001A,1507,,43RD,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDING ROOMS IN BACK OF (E) BUILDING",
#200407199163,3,2004/07/19,2005/08/15,ISSUED,9,2006/08/15,250000,270000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3620,43,332,,HILL,ST,,,,,,,,,,,,"DAVID MARLATT  AIA",,"REMODEL AND VERTICAL ADDITION TO (E) SINGLE FAMILY DWELLING TO ADD TWO BEDROOMS  TWO BATHROOM  LOFT",
#200407239652,3,2004/07/23,2005/08/02,ISSUED,9,2006/08/02,150000,150000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3620,49,849,,SANCHEZ,ST,,,,,,,,,,,,"SANTOS URRUTA",,"SITE PERMIT. ADDITION AT FRONT OF HOUSE IN (E) RECESS (N) WINDOWS REMODEL FRONT OF HOUSE. COMPLETE",
#200408030453,3,2004/08/03,2005/08/11,ISSUED,9,2006/08/11,50000,50000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,5541,4,271,,RIPLEY,ST,,,"BONEV IVO STEFANOV",,4158061020,"BONEV CONSTRUCTION","PHILIP  DR. #203",DR,"DALY CITY",CA,94014-0000,,,"PER DRAWING'S DATED 2/17/04 EXHIBIT A REPLACE(E)FOUNDATION @REAR OF BLDG.ENCLOSE BACK PORCH/STAIRWAY",
#200408030501,3,2004/08/03,2005/08/03,ISSUED,9,2006/08/03,250000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1289,38,1288,,STANYAN,ST,,,,,,,,,,,,"JOHN MANISCALCO ARCH",,"NEW 2 STORY HORIZONTAL ADDITION IN REAR YARD WITH COMPLETE INTERIOR RENOVATION.",
