"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#200601263121,3,2006/01/26,2007/06/04,ISSUED,9,2009/06/04,650000,650000,"2 FAMILY DWELLING",2,"1 FAMILY DWELLING",1,677,116,1735,,WEBSTER,ST,,,"BILL JOHNSTONE","JIM MCAULIFFE",6508237800,"JOHNSTONE - MC AULIFFE CONST. INC.","SANTA ROSA",AV,PACIFICA,CA,94044-0000,,,"MERGE 2 CONDO INTO SINGLE FAMILY RESIDENCE. INFILL BELOW THE EXIST 2/FL DECK. REMODEL AT INTERIOR  ADD TRELLIS/WINDSCREEN AT 3/FLR DECK. REMOVE EXIST REAR YARD STAIR & CONSTRUCT NEW REAR YARD STAIR  REMOVE EXIST STAIR AT REAR OF HOUSE CONNECT 2ND&3RD FLOOR.REPLACE W/ SPIRAL STAIR CONNECT ALL FLOORS."
#200601263121,3,2006/01/26,2007/06/04,ISSUED,9,2009/06/04,650000,650000,"2 FAMILY DWELLING",2,"1 FAMILY DWELLING",1,677,117,1737,,WEBSTER,ST,,,"BILL JOHNSTONE","JIM MCAULIFFE",6508237800,"JOHNSTONE - MC AULIFFE CONST. INC.","SANTA ROSA",AV,PACIFICA,CA,94044-0000,,,"MERGE 2 CONDO INTO SINGLE FAMILY RESIDENCE. INFILL BELOW THE EXIST 2/FL DECK. REMODEL AT INTERIOR  ADD TRELLIS/WINDSCREEN AT 3/FLR DECK. REMOVE EXIST REAR YARD STAIR & CONSTRUCT NEW REAR YARD STAIR  REMOVE EXIST STAIR AT REAR OF HOUSE CONNECT 2ND&3RD FLOOR.REPLACE W/ SPIRAL STAIR CONNECT ALL FLOORS."
#200602013537,3,2006/02/01,2007/06/07,ISSUED,9,2007/12/07,20000,160000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,3114,45,715,,MONTEREY,BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ENLARGE GARAGE DOOR  POP-OUT FRONT WALLS 3/F TO ADD 165 SQ.FT.+/-.MOVE EXT. STAIRS TO ENLARGE GARAGE DOOR CHANGE ROOF PITCH IN AREA OF ADDITION."
#200602245386,3,2006/02/24,2007/06/19,ISSUED,9,2008/06/19,146500,250000,APARTMENTS,3,APARTMENTS,3,3582,50,70,,HARTFORD,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"EXCAVATE GARAGE UNDER BUILDING  REPLACE ENTRY STAIRS INSTALL DRIVEWAY  REBUILD REAR 12' OF BUILDING  INSTALL 3 BATHROOMS"
#200602245386,3,2006/02/24,2007/06/19,ISSUED,9,2008/06/19,146500,250000,APARTMENTS,3,APARTMENTS,3,3582,50,74,,HARTFORD,ST,0,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"EXCAVATE GARAGE UNDER BUILDING  REPLACE ENTRY STAIRS INSTALL DRIVEWAY  REBUILD REAR 12' OF BUILDING  INSTALL 3 BATHROOMS"
#200603035958,3,2006/03/03,2007/06/27,ISSUED,9,2008/06/27,140000,95000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1241,6,7,,BRODERICK,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"EXCAVATION OF DRIVEWAY & CONSTRUCTION OF NEW ATTACHED GARAGE WITH ROOF DECK. BASEMENT REMODEL."
#200603106486,3,2006/03/10,2007/06/19,ISSUED,9,2008/06/19,41000,41000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,1144,17,2576,,MCALLISTER,ST,,,MICHAEL,SMITH,4156015385,"MICHAEL P SMITH CONSTRUCTION CO.",FOLSOM,ST,"SAN FRANCISCO",CA,94109-0000,,,"BATHROOM ADDITION & LAUNDRY ROOM REPLACEMENT."
#200603136523,2,2006/03/13,2007/06/28,ISSUED,9,2009/06/28,750000,957000,,,"1 FAMILY DWELLING",1,3049,32,85,,"ST ELMO",WY,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4-STORY  SINGLE FAMILY DWELLING."
#200603237415,3,2006/03/23,2007/06/19,ISSUED,9,2008/06/19,40000,66400,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6275,25,583,,LISBON,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL ADDITION TO REAR OF HOME."
#200603307960,3,2006/03/30,2007/06/04,ISSUED,9,2009/06/04,400000,750000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,1523,12,457,,21ST,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"2 STORY VERTICAL ADDITION AND 2 STORY REAR EXTENSION AT EXISTING 2-STORY BUILDING AND A NEW 2-CAR GARAGE.  INCREASE ONE UNIT TO TWO UNIT RESIDENCE."
#200604108585,6,2006/04/10,2007/06/04,ISSUED,9,,,,"PRKNG GARAGE/PRIVATE",0,,,3651,5,1124,,CHURCH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"DEMOLISHING A GARAGE."
#200604108585,6,2006/04/10,2007/06/04,ISSUED,9,,,,"PRKNG GARAGE/PRIVATE",0,,,3651,5,1126,,CHURCH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"DEMOLISHING A GARAGE."
#200604108588,2,2006/04/10,2007/06/04,ISSUED,9,2009/06/04,250000,335000,,,"1 FAMILY DWELLING",1,3651,5,133,,NELLIE,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 1 DWELLING UNIT WITH 2 STORY NEW BUILDING"
#200604148997,2,2006/04/14,2007/06/26,ISSUED,9,2009/12/26,1000000,2000000,,,APARTMENTS,5,5066B,7,2189,,BAYSHORE,BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4 STORIES  5 UNITS RESIDENTIAL CONDO / COMMERCIAL."
#200604148997,2,2006/04/14,2007/06/26,ISSUED,9,2009/12/26,1000000,2000000,,,APARTMENTS,5,5066B,8,2189,,"BAY SHORE",BL,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO ERECT 4 STORIES  5 UNITS RESIDENTIAL CONDO / COMMERCIAL."
#200604219602,3,2006/04/21,2007/06/07,ISSUED,9,2007/12/07,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,4008,003E,595,,"RHODE ISLAND",ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"REAR SUNROOM ENCLOSURE @ BACK OF HOUSE."
#200604259794,2,2006/04/25,2007/06/13,ISSUED,9,2009/06/13,250000,350000,,,"1 FAMILY DWELLING",1,4938,17,1183,,FITZGERALD,AV,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT 2 STORIES  SINGLE FAMILY DWELLING UNIT BUILDING."
#200604270076,3,2006/04/27,2007/06/21,ISSUED,9,2008/06/21,10000,70000,APARTMENTS,35,APARTMENTS,35,3994,3,680,,ILLINOIS,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"TO PROVIDE TEMP. SHORING FOR WORK RELATED TO APPL#200407279945."
#200605081013,3,2006/05/08,2007/06/18,ISSUED,9,2008/06/18,127000,230000,"RETAIL SALES",128,"RESIDENTIAL HOTEL",128,318,7,516,,OFARRELL,ST,,,WILLIAM,PEACOCK,4152175095,"PEACOCK CONSTRUCTION INC","PO BOX 1818",*,LAFAYETETTE,CA,94549,,,"GROUND FLOOR - DEMO WALLS  ADD 1 NEW KITCHEN  1 NEW ADA RESTROOM  NEW RECEPTION AREA & COMMUNITY ROOM ON GROUND LEVEL & NEW STOREFRONT TO MATCH EXISTING. CHANGE OF USE FROM RETAIL TO COMMUNITY ROOM."
#200605181917,3,2006/05/18,2007/06/19,ISSUED,9,2008/06/19,137500,137500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1498,3,511,,46TH,AV,,,ANDREW,FAY,4152984338,"ANDREW FAY GENERAL CONTRACTOR",MIRAMAR,AV,"SAN FRANCISCO",CA,94112-0000,,,"ADD 3RD FLOOR ADDITION TO THE REAR OF THE (E) BUILDING TOTALING 499 SQ. FT. REQUIRING ONLY ONE MEANS OF EGRESS. REPLACE BEDROOM WINDOWS ON EXISTING 2ND FLOOR."
#200605252414,3,2006/05/25,2007/06/07,ISSUED,9,2008/06/07,125000,125000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1760,30,1382,,06TH,AV,,,RUAN,NEVIN,4152185631,"NEVIN RUAN",27TH,AV,"SAN FRANCISCO",CA,94117-0000,,,"2 STORY REAR YARD ADDITION."
#200605302678,3,2006/05/30,2007/06/15,ISSUED,9,2009/06/15,720000,720000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2641,37,245,,EDGEWOOD,AV,,,DANIEL,PELSINGER,4152856930,"MATAROZZI/PELSINGER BUILDERS INC.",CAPP,ST,"SAN FRANCISCO",CA,94110-0000,,,"INTERIOR REMODEL OF AN (E) 3-STORY PLUS BASEMENT SINGLE FAMILY REMODEL. MINOR ALTERATIONS INCLUDE NEW WINDOWS AND DOORS. HEIGHTHENING OF AN (E) STAIR TTOWER  AND REMODEL OF A SHALLOW BREAKFAST NOOK. A SEISMIC UPGRADE WILL BE INCLUDED."
#200605312900,3,2006/05/31,2007/06/07,ISSUED,9,2008/06/07,175527,175527,APARTMENTS,25,APARTMENTS,25,3704,6,418,,JESSIE,ST,,,"SIMPLEX GRINNELL",,9252730100,"SIMPLEX GRINNELL",PRESTON,AV,LIVERMORE,CA,94551-0000,,,"ADD FIRE SPRINKLER SYSTEM TO EXISTING BUILDING ON ALL FLOORS  BASEMENT TO ROOF. TOTAL OF 12 FLOORS AND STAND PIPE AND NEW FIRE PUMP."
#200606144063,1,2006/06/14,2007/06/08,ISSUED,9,,,28000000,,,APARTMENTS,107,3508,13,66,,09TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ERECT 11 STORY 107 DWELLING UNITS AND PARKING"
#200606164255,3,2006/06/16,2007/06/11,ISSUED,9,2008/06/11,115000,150000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,1663,33,1917,,CABRILLO,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADD A FAMILY ROOM & STAIRS OF 3/8 SQ.FT. IN REAR YARD. ON GRADE OF REAR YARD AND ADD A MASTER BEDROOM  BATHROOM AND CLOSET ON TOP OF (E) BLDG  3/F AS VIEW FROM STREET."
#200606164331,3,2006/06/16,2007/06/18,ISSUED,9,2009/06/18,395000,395000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,6612,11,422,,VALLEY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"HORIZONTAL ADDITION TO REAR OF E BUILDING ( 2 STORIES) VERTICAL ADDITION (3RD FLOOR) AT MIDDLE OF BUILDING ENLARGE BASEMENT ( GARAGE TO PROVIDE 2 CAR PARKING."
#200606214675,3,2006/06/21,2007/06/22,ISSUED,9,2007/10/22,5000,5000,APARTMENTS,12,APARTMENTS,12,588,3,2411,,WEBSTER,ST,,,AVI,ELBACHRI,4154928999,"A A A    SECURITY SYSTEMS",COBBLESTONE,DR,"SAN RAFAEL",CA,94903-0000,,,"EMERGENCY REPLACEMENT OF (E) FIRE SYSTEM & UPGRADE TO SYSTEM SMOKES  PULL  HORN STROBES  HORNS  AT EVERY FLOOR - TO CORRECT COMPLAINTS #200666440 (EID) & 200666483 (BID) FOR UN-PERMITTED WORK"
#200606305555,3,2006/06/30,2007/06/20,ISSUED,9,2008/06/20,215000,215000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,3566,22,10,,ABBEY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"CONSTRUCT A 3 STORY IN FILL ADDITION @ SW/CORNER OF BLDG.CONSTRUCT A 1 STORY ADDITION AT REAR OF BLDG. INTERIOR REMODEL OF 2/F & 3/F. PROPOSED WORK COMBINES 2/F & 3/F INTO 1 DWELLING & 1 DWELLING ON G/F. INSTALL SOLAR PANELS ON ROOF FOR ELECTRICAL GENERATION."
#200606305555,3,2006/06/30,2007/06/20,ISSUED,9,2008/06/20,215000,215000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,3566,22,12,,ABBEY,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"CONSTRUCT A 3 STORY IN FILL ADDITION @ SW/CORNER OF BLDG.CONSTRUCT A 1 STORY ADDITION AT REAR OF BLDG. INTERIOR REMODEL OF 2/F & 3/F. PROPOSED WORK COMBINES 2/F & 3/F INTO 1 DWELLING & 1 DWELLING ON G/F. INSTALL SOLAR PANELS ON ROOF FOR ELECTRICAL GENERATION."
#200607126273,3,2006/07/12,2007/06/05,ISSUED,9,2007/12/05,12500,12500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,6520,19,3230,,25TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"COMPLY WITH NOV# 200669250  REMOVE GROUND FLOOR WALLS. NEW GROUND FLOOR ADDITION AND A NEW DECKS ON 2ND & 3RD FLOORS. NEW SPACE FOR STORAGE ONLY NOT HABITABLE."
#200607126273,3,2006/07/12,2007/06/05,ISSUED,9,2007/12/05,12500,12500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,6520,19,3232,,25TH,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"COMPLY WITH NOV# 200669250  REMOVE GROUND FLOOR WALLS. NEW GROUND FLOOR ADDITION AND A NEW DECKS ON 2ND & 3RD FLOORS. NEW SPACE FOR STORAGE ONLY NOT HABITABLE."
#200607146599,3,2006/07/14,2007/06/05,ISSUED,9,2008/06/05,250000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,4161,47,987,,CAROLINA,ST,,,UNDECIDED,UNDECIDED,,UNDECIDED,UNDECIDED,,UNDECIDED,CA,00000-0000,,,"ADDITION & RENOVATION OF (E) SINGLE FAMILY DWELLING INCLUDING: REMODEL & HORIZONTAL ADDITION AT REAR AT (E) 1ST STORY  VETICAL ADDITION W/ NEW 2ND STORY."
